URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
T,P46T,OKC UUA /OV OKC 050030/TM 1403/FL110/TP P46T/TB SEV/RM WIND SHEAR CWSU ZKC,SEV,,11000.0,35.71031983776749,-97.13073438518616,2012-05-04 14:03:00+00:00,5.0,0,L
T,C441,BXK UUA /OV PXR240046 /TM 2246 /FL100 /TP C441 /TB SEV,SEV,,10000.0,33.04663561663562,-112.7656371902067,2012-05-31 22:46:00+00:00,5.0,0,L
T,B190,TEX UUA /OV TEX/TM 0030/FL170/TP B190/TB SEV/RM 2500 FPM MTN WV. ZDV,SEV,,17000.0,37.95376,-107.90848,2012-05-27 00:30:00+00:00,5.0,0,M
F,RV8,UA /OV CYVK 090050 /TM 2006 /FL085 /TP RV8 /TB SEV 085-105 /RM ALSO:LO CLD AND ICG NEAR CYCZ,SEV 085-105,,8500.0,50.25,-118.02666875054622,2012-05-09 20:06:00+00:00,5.0,0,L
F,A306,RAP UA /OV RAP100095/TM 0400/FL390/TP A306/TB SEV,SEV,201205190400-KMSC-UBUS01-PIREP,39000.0,43.7050347816263,-100.84290197896986,2012-05-19 04:00:00+00:00,5.0,1,H
F,A320,BWI UA /OV BAL360005/TM 1509/FL330/TP A320/TB SEV,SEV,201205201520-KWBC-UBMD90-PIREP,33000.0,39.253340083340085,-76.66,2012-05-20 15:09:00+00:00,5.0,0,M
T,C680,UIN UUA /OV UIN 060026/TM 1413/FL330/TP C680/TB SEV 320-340/RM REP AS SEV WAKE TURB DURC 320-340 BEHIND MD80 ACFT...NO INJURIES. CWSU ZKC,SEV 320-340,,33000.0,40.15953421668421,-90.70505957414306,2012-05-17 14:13:00+00:00,5.0,0,U
F,PA32,CEZ UA /OV CEZ200025/TM 1333/FL110/TP PA32/TB MOD/RM ......ZDV,MOD,,11000.0,36.91142969334821,-108.80723080187518,2012-05-18 13:33:00+00:00,3.0,0,L
F,C182,ICT UA /OV MKC-ICT /TM 1240 /FL060 /TP C182 /WV 05005KT /TB NEG /RM SMOOTH,NEG,,6000.0,38.3865,-96.0115,2012-05-21 12:40:00+00:00,0.0,0,L
F,C182,PSM UA /OV PSM /TM 0025 /FL065 /TP C182 /WX FV25SM HZ /TA 14 /WV 15025KT /TB NEG /RM SMOOTH,NEG,,6500.0,43.07794,-70.82328,2012-05-21 00:25:00+00:00,0.0,0,L
F,BE35,BQP UA /OV MLU045040 /TM 1651 /FL095 /TP BE35 /SK SCT080-TOP /WX FV20SM /TA 03 /TB NEG /RM HZ TOP 115,NEG,201205171600-KMSC-UBUS01-PIREP,9500.0,32.9914427045954,-91.48089118028383,2012-05-17 16:51:00+00:00,0.0,0,L
F,B744,CDV UA /OV JOH062017/TM 0620/FL250/TP B744/TB LGT/RM DURC 250-330,LGT,201205250700-KWBC-UBAK90-PIREP,25000.0,60.61302771717247,-146.09223692859277,2012-05-25 06:20:00+00:00,1.0,0,H
T,B752,RDU UUA /OV SDZ150020/TM 2302/FL390/TP B752/TB SEV/RM LOSS OF 500 FEET,SEV,201205152310-KWBC-UBNC90-PIREP,39000.0,34.9313014826959,-79.3859710322813,2012-05-15 23:02:00+00:00,5.0,1,M
