URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,G4,SUX UUA /OV SUX/TM 0050/FL450/TP G4/TB SEV CAT/RM WAVE ACTION,SEV CAT,201409010100-KWBC-UBIA91-PIREP,45000.0,42.34,-96.32,2014-09-01 00:50:00,5.0,L
T,C182,LBL UUA /OV LBL270020 /TM 0128 /FL045 /TP C182 /TB SEV 045,SEV 045,,4500.0,37.04422,-101.37751538538664,2014-09-01 01:28:00,5.0,L
F,E190,UUA /OV CYAM 135040 /TM 2013 /FL360 /TP E190 /TB SEV 360 /RM UNABLE TO MAINTAIN ALTITUDE,SEV 360,,36000.0,46.011887295404605,-83.8247663678275,2014-09-01 20:13:00,5.0,U
T,C560,FYV UUA /OV XNA180015 /TM 1230 /FL180 /TP C560 /TB SEV /RM DURD INVOF TS,SEV,201409021250-KWBC-UBAR91-PIREP,18000.0,36.02997974997975,-94.31,2014-09-02 12:30:00,5.0,M
T,CL60,LFK UUA /OV LFK320010/TM 2104/FL410/TP CL60/TB SEV/RM AWC-WEB:KZHU,SEV,,41000.0,31.36169441546349,-94.875301581159,2014-09-02 21:04:00,5.0,M
F,CRJ,UUA /OV CYUL 360005 /TM 2145 /FL110 /TP CRJ /TB MDT-SEV /RM AT 110 AND BLO,MDT-SEV,,11000.0,45.55161008334008,-73.74139,2014-09-02 21:45:00,5.0,M
F,GLF4,UUA /OV 5315N06930W /TM 2152 /FL410 /TP GLF4 /TB MDT OCNL SEV,MDT OCNL SEV,,41000.0,53.25,-69.5,2014-09-02 21:52:00,5.0,M
T,TB47,GPI UUA /OV FCA 030040/TM 0217/FL180/TP TB47/TA M17/TB MDT-SEV 180-195/IC LGT RIME/ZLC,MDT-SEV 180-195,,18000.0,48.7873970346082,-113.679761167762,2014-09-03 02:17:00,5.0,U
T,FA10,MYNN UUA /OV ZQA145190/TM 2026/FL370/TP FA10/TB SEV/RM LOST 2000 FT...CWSU ZMA,SEV,,37000.0,22.40580841370872,-75.44574434837345,2014-09-03 20:26:00,5.0,M
T,FA10,MYNN UUA /OV ZQA145190/TM 2026/FL370/TP FA10/TB SEV/RM LOST 2000FT...CWSU ZMA,SEV,,37000.0,22.40580841370872,-75.44574434837345,2014-09-03 20:26:00,5.0,M
T,B190,GFK UUA /OV GFK270020/TM 0753/FL100/TP B190/TB EXTRM 100-060,EXTRM 100-060,201409040805-KWBC-UBND90-PIREP,10000.0,47.95,-97.68771700697158,2014-09-04 07:53:00,7.0,M
T,C25C,GYY UUA /OV GIJ270050 /TM 1320 /FL150 /TP C25C /TB SEV,SEV,201409041335-KWBC-UBIN90-PIREP,15000.0,41.77,-87.43742158400889,2014-09-04 13:20:00,5.0,U
T,C150,RTS UUA /OV CCR045002-O02 /TM 1641 /FL020 /TP C150 /TB SEV,SEV,,2000.0,38.01517844522977,-122.02272060410084,2014-09-04 16:41:00,5.0,L
T,C150,CCR UUA /OV CCR045002 /TM 1643 /FL020 /TP C150 /TB SEV,SEV,,2000.0,38.01517844522977,-122.02272060410084,2014-09-04 16:43:00,5.0,L
T,SR22,PWK UUA /OV ORD300010 /TM 1657 /FL030 /TP SR22 /TB SEV,SEV,,3000.0,42.070880083340086,-88.12613306480385,2014-09-04 16:57:00,5.0,L
T,SR22,ARR UUA /OV JOT300010 /TM 1657 /FL030 /TP SR22 /TB SEV /RM COR,SEV,201409041710-KWBC-UBIL90-PIREP,3000.0,41.63334008334008,-88.51288302805624,2014-09-04 16:57:00,5.0,L
T,SR22,ARR UUA /OV JOT300010 /TM 1657 /FL030 /TP SR22 /TB SEV,SEV,201409041720-KWBC-UBIL90-PIREP,3000.0,41.63334008334008,-88.51288302805624,2014-09-04 16:57:00,5.0,L
T,BE20,CAD UUA /OV CAD/TM 2036/FL100/TP BE20/TB SEV CAT,SEV CAT,,10000.0,44.27533,-85.41892,2014-09-04 20:36:00,5.0,M
T,CRJ2,FQD UUA /OV CLT296050 /TM 2204 /FL110 /TP CRJ2 /TB SEV,SEV,,11000.0,35.58788887907289,-81.871238916939,2014-09-04 22:04:00,5.0,M
T,SVRL ACFT,EHO UUA /OV CLT270040/TM 2207/FL110/TP SVRL ACFT/TB SEV/RM NO INJURIES OR DAMAGE RPTD. ZTL CWSU,SEV,,11000.0,35.22255,-81.77045151381132,2014-09-04 22:07:00,5.0,U
T,SVRL ACFT,EHO UUA /OV CLT270040/TM 2207/FL110/TP SVRL ACFT/TB SEV/RM NOINJURIES OR DAMAGE RPTD. ZTL CWSU,SEV,,11000.0,35.22255,-81.77045151381132,2014-09-04 22:07:00,5.0,U
T,PA36,SME UUA /OV LVT110020/TM 1335/FL150/TP PA36/TB SEV/RM ZTL,SEV,,15000.0,36.465984051005,-84.77990500726405,2014-09-05 13:35:00,5.0,U
T,PA46,EKQ UUA /OV LVT /TM 1339 /FL150 /TP PA46 /WX TS /TB SEV /RM MAY HAVE DAMAGED AIRCAFT,SEV,,15000.0,36.58,-85.17,2014-09-05 13:39:00,5.0,L
T,PA46,BNA UUA /OV LVT160025/TM 1339/FL150/TP PA46/TB SEV/RM SEV TURB LEVEL2 THURDERSTORM - MAY HAVE DAMAGED AIRCRAFT,SEV,,15000.0,36.188429693348205,-84.99252129263478,2014-09-05 13:39:00,5.0,L
T,PA46,BNA UUA /OV LVT160025/TM 1339/FL150/TP PA46/TB SEV/RM SEV TURB LEVEL 2 THURDERSTORM - MAY HAVE DAMAGED AIRCRAFT,SEV,,15000.0,36.188429693348205,-84.99252129263478,2014-09-05 13:39:00,5.0,L
F,DH8D,UUA /OV CYGL 310010 /TM 1555 /FL030 /TP DH8D /TB SEV,SEV,,3000.0,53.732419945922494,-77.91946629398355,2014-09-05 15:55:00,5.0,M
F,GIRO,UUA /OV CYQB 270020 /TM 1700 /FL020 /TP GIRO /TB SEV /RM PILOT HAD TO COME BACK TO CYQB  WINDS TOO STRONG,SEV,,2000.0,46.79111,-71.88022894822284,2014-09-05 17:00:00,5.0,U
T,BE35,AMA UUA /OV 35 NW AMA/TM 2040/FL100/TP BE35/TB SEV/RM ZAB,SEV,,10000.0,35.553973356051834,-102.29087299840192,2014-09-05 20:40:00,5.0,L
F,B777,UUA /OV 5020N07320W /TM 2220 /FL330 /TP B777 /TB SEV,SEV,,33000.0,50.3333,-73.3333,2014-09-05 22:20:00,5.0,H
