URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,C172,ANC UA /OV TKA-ANC /TM 0236 /FL020 /TP C172 /TB CONT LGT BGQ-ANC SMOOTH BELOW 015,CONT LGT BGQ-ANC SMOOTH BELOW 015,200904120245-KWBC-UBAK90-PIREP,2000.0,61.725,-150.16000000000005,2009-04-12 02:36:00+00:00,1.0,0,L
T,SR20,AUS UUA /OV CWK090010/TM 1622/FL060/TP SR20/TB SEV/RM DWNDRFT LOSS OF 20KT,SEV,200904271630-KWBC-UBTX90-PIREP,6000.0,30.38,-97.33679025227562,2009-04-27 16:22:00+00:00,5.0,1,L
T,BE35,CMI UUA /OV CMI140010 /TM 1715 /FL090 /TP BE35 /TB EXTRM,EXTRM,200904241740-KWBC-UBIL90-PIREP,9000.0,39.90231558453652,-88.14007723915621,2009-04-24 17:15:00+00:00,7.0,0,L
T,M20,BFL UUA /OV LHS140020/TM 2236/FL090/TP M20/TB SEV/RM ZLA CWSU,SEV,200904032250-KWBC-UBCA91-PIREP,9000.0,34.424631169073024,-118.31942750385424,2009-04-03 22:36:00+00:00,5.0,0,L
F,C182,CSG UA /OV CSG045020 /TM 2124 /FL070 /TP C182 /TB MOD,MOD,200904082130-KWBC-UBGA90-PIREP,7000.0,32.8557213522977,-84.74013374172702,2009-04-08 21:24:00+00:00,3.0,0,L
T,UNKN,RSW UUA /OV LBV /TM 0223 /FL080 /TP UNKN /SK SCT-BKNUNKN-TOP080 /TA 14 /TB SEV /RM SMOOTH RIDE COR,SEV,,8000.0,26.83,-81.39,2009-04-04 02:23:00+00:00,5.0,0,U
F,B738,MEI UA /OV MEI323043/TM 1320/FL360/TP B738/SK SKC/TA M53/WV 31126KT/TB NEG/RM KMCO-KSEA AWC-WEB:ASA,NEG,200904261300-KMSC-UBUS01-PIREP,36000.0,32.952401809704945,-89.31074965687802,2009-04-26 13:20:00+00:00,0.0,0,M
F,B734,TVL UA /OV LIN060030/TM 1924/FL320/TP B734/TB NEG/RM FL340 LT-OCNL MOD TURB. FL320 SMOOTH AWC-WEB:ASA,NEG,,32000.0,38.32002025002025,-120.4499290199154,2009-04-14 19:24:00+00:00,0.0,0,M
T,B752,JFK UUA /OV 40N 48W/TM 2345/FL380/TP B752/TB SEV/RM ZNY CWSU,SEV,,38000.0,40.63861,-73.76222,2009-04-03 23:45:00+00:00,5.0,0,M
T,C421,CNM UUA /OV INK070050/TM 0135/FL160/TP C421/TB SEV/IC SEV MIXED/RM/ZAB,SEV,,16000.0,32.06503987248749,-102.2787411057721,2009-04-17 01:35:00+00:00,5.0,1,L
F,A320,PUB UA /OV PUB 180030/TM 1802/FL360/TP A320/TB MOD CHOP/RM ZDV,MOD CHOP,,36000.0,37.7899594999595,-104.49833,2009-04-05 18:02:00+00:00,3.0,0,M
T,PA31,LMT UUA /OV LMT070030/TM 0047/FL070/TP PA31/TB SEV/RM ..ZSE,SEV,200904080055-KWBC-UBOR90-PIREP,7000.0,42.32102392349249,-121.096212046969,2009-04-08 00:47:00+00:00,5.0,0,L
T,C177,FYV UUA /OV RZC154041 /TM 2130 /FL040 /TP C177 /TB SEV-EXTRM,SEV-EXTRM,,4000.0,35.635774320062026,-93.74852019933608,2009-04-19 21:30:00+00:00,6.0,0,L
T,DH8D,BFL UUA /OV EHF 340050/TM 0123/FL240/TP DH8D/TB SEV/RM ZOA CWSU,SEV,200904080135-KWBC-UBCA91-PIREP,24000.0,36.263140613303584,-119.45003501355474,2009-04-08 01:23:00+00:00,5.0,0,M
T,C441,DAL UUA /OV KADS360009/TM 1925/FL030/TP C441/TB SEV/RM AWC-WEB:KZFW,SEV,,3000.0,33.11857215001215,-96.83645,2009-04-27 19:25:00+00:00,5.0,0,L
F,B744,UUA /OV CYAT 235140 /TM 0924 /FL340 /TP B744 /TB MDT-SEV /RM ACFTENCOUNTERING OCNL SEV TURB NW BOUND CLIMBED TO F350,MDT-SEV,,34000.0,51.589046575792686,-85.6028190153749,2009-04-25 09:24:00+00:00,5.0,0,H
