URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
T,C182,BKF UUA /OV FQF180003 /TM 1505 /FL075 /TP C182 /TB SEV,SEV,,7500.0,39.63999594999595,-104.62,2009-09-30 15:05:00+00:00,5.0,0,L
F,P28A,LNR UA /OV LNR195004 /TM 2146 /FL055 /TP P28A /SK FEW060 /WX FV10SM HZ /TB NEG /RM FEW060-065 SMTH FV10 PLUS,NEG,,5500.0,43.14745972890938,-90.20350640425616,2009-09-13 21:46:00+00:00,0.0,0,L
F,BE20,CBM UA /OV 30NE IGB/TM 1417/FL250/TP BE20/TB LGT CHOP/IC LGT RIME/RMZME,LGT CHOP,,25000.0,33.83358202844655,-88.09608060081969,2009-09-26 14:17:00+00:00,1.0,1,M
F,B737`,ADQ UA /OV ODK180003 /TM 1733 /FL150 /TP B737` /SK BKN020 /TB NEG /IC LGT RIME 150-080 /RM DURD,NEG,200909251745-KWBC-UBAK90-PIREP,15000.0,57.72999594999595,-152.34,2009-09-25 17:33:00+00:00,0.0,0,U
T,LJ55,ILM UUA /OV ILM/TM 1625/FL410/TP LJ55/TB MDT-SEV/RM +/- 300 FEET,MDT-SEV,,41000.0,34.27,-77.9,2009-09-07 16:25:00+00:00,5.0,0,M
F,B737,ELD UA /OV ELD/TM 1608/FL410/TP B737/WV 266040KT/TB CONT LGT CHP/RM AWC-WEB:SWA,CONT LGT CHP,200909221630-KWBC-UBAR90-PIREP,41000.0,33.26,-92.74,2009-09-22 16:08:00+00:00,1.0,0,M
F,C182,GCD UA /OV OG39 /TM 2049 /FL030 /TP C182 /SK SKC /WX FV99SM /TB NEG,NEG,,3000.0,44.66,-119.65,2009-09-12 20:49:00+00:00,0.0,0,L
T,E145,LEX UUA /OV FLM120015/TM 1922/FL120/TP E145/TB SEV,SEV,,12000.0,38.52498987498987,-84.03275209375911,2009-09-26 19:22:00+00:00,5.0,0,M
F,UNKN,FYJ UA /OV W75 /TM 1513 /FL005 /TP UNKN /TB MOD CHOP /RM AEROTRACTOR,MOD CHOP,,500.0,37.6024,-76.4467,2009-09-30 15:13:00+00:00,3.0,0,U
F,P28A,LGU UA /OV MLD225010 /TM 1810 /FL075 /TP P28A /SK SKC /WX FV99SM /TA 18 /TB NEG /IC NEG /RM WIND LV,NEG,,7500.0,42.04872932385115,-112.45564414828598,2009-09-18 18:10:00+00:00,0.0,0,L
F,C175,TIF UA /OV ONL-TIF /TM 1640 /FL045 /TP C175 /TB MOD,MOD,,4500.0,42.215945000000005,-99.628535,2009-09-29 16:40:00+00:00,3.0,0,L
T,G145,FTW UUA /OV FUZ210020/TM 2342/FL350/TP G145/TB SEV/RM +/- 500 FT ZFW AWC-WEB:KZFW,SEV,200909112350-KWBC-UBTX90-PIREP,35000.0,32.6013014826959,-97.37849619864468,2009-09-11 23:42:00+00:00,5.0,1,U
F,C210,HAO UA /OV ISZ360005 /TM 1716 /FL070 /TP C210 /SK OVC020-TOP045/ SKC /TB LGT,LGT,,7000.0,39.33334008334008,-84.39,2009-09-27 17:16:00+00:00,1.0,0,L
T,A320,PMP UUA /OV ZQA313061 /TM 1711 /FL380 /TP A320 /TB SEV /RM ZMATMU,SEV,,38000.0,25.693421162017987,-78.2704753039234,2009-09-06 17:11:00+00:00,5.0,1,M
T,E145,LEX UUA /OV HYK360010/TM 0016/FL190/TP E145/TB SEV,SEV,,19000.0,38.136680166680165,-84.47,2009-09-26 00:16:00+00:00,5.0,0,M
F,BE19,PAQ UA /OV LAKE CREEK-PAQ /TM 2236 /FL015 /TP BE19 /SK SCT020 /TB CONT LGT,CONT LGT,200909082250-KWBC-UBAK90-PIREP,1500.0,61.59,-149.09,2009-09-08 22:36:00+00:00,1.0,0,L
F,A321,SEE UA /OV PGY045020 /TM 2149 /FL110 /TP A321 /TB MOD CHOP 110-080,MOD CHOP 110-080,,11000.0,32.8457213522977,-116.70016499624418,2009-09-18 21:49:00+00:00,3.0,0,M
T,C550,LIC UUA /OV HGO 345013/TM 0157/FL160/TP C550/TB SEV/RM LASTED 15 SECONDS..ZDV,SEV,200909090215-KWBC-UBCO91-PIREP,16000.0,39.0193008810445,-103.7019711811989,2009-09-09 01:57:00+00:00,5.0,1,L
F,PA31,PSG UA /OV SIT-PSG /TM 0023 /FL030 /TP PA31 /SK BKN-OVC030 /WXFV10SM /TB NEG /IC NEG,NEG,,3000.0,56.92,-134.15,2009-09-10 00:23:00+00:00,0.0,0,L
T,CRJ7,BKW UUA /OV AZQ/TM 2330/FL370/TP CRJ7/TB SEV/RM MODERATE TURB ALMOSTSEV,SEV,,37000.0,37.39,-83.26,2009-09-25 23:30:00+00:00,5.0,1,M
F,B734,KTN UA /OV ANN 302050/TM 0100/FL240/TP B734/SK 068 OVC/TB CONT LGT/RM TOPS ABV FL240 (ZAN,CONT LGT,200909160115-KWBC-UBAK90-PIREP,24000.0,55.50163515644711,-132.81405167991852,2009-09-16 01:00:00+00:00,1.0,0,M
F,C182,SBD UA /OV SBD215005 /TM 2054 /FL055 /TP C182 /TB MOD,MOD,,5500.0,34.02708390036076,-117.29259659625323,2009-09-26 20:54:00+00:00,3.0,0,L
T,PA46,MRB UUA /OV 25 W MRB/TM 1625/FL130/TP PA46/TB SEV CHOP,SEV CHOP,,13000.0,39.4019,-78.52393965517982,2009-09-27 16:25:00+00:00,5.0,0,L
T,E145,VCT UUA /OV VCT360025/TM 1730/FL350/TP E145/TB SEV/RM AWC-WEB:KZHU,SEV,,35000.0,29.27810041670041,-96.9303,2009-09-10 17:30:00+00:00,5.0,0,M
F,E145,CVG UA /OV CVG /TM 1512 /FL130 /TP E145 /SK OVC018-TOP035 /TB NEG /RM TOP RAGGED,NEG,200909231530-KWBC-UBOH90-PIREP,13000.0,39.02,-84.7,2009-09-23 15:12:00+00:00,0.0,0,M
F,C172,PUW UA /OV BKE090025-PUW /TM 1716 /FL070 /TP C172 /SK OVC065 /WV 36020KT /TB LGT,LGT,,7000.0,44.83735,-117.2215024218763,2009-09-30 17:16:00+00:00,1.0,0,L
F,PA18,CDB UA /OV EII-PTH-OUL-CDB /TM 0020 /FL005 /TP PA18 /SK OVC005-010/WX FV2-5SM -RA BR /WV 22015KT /TB LGT /RM CONDS HIR FROM 10 S OULOVC030-050,LGT,,500.0,57.565,-158.0,2009-09-29 00:20:00+00:00,1.0,0,L
T,BE9L,SNY UUA /OV SNY 214035/TM 2145/FL100/TP BE9L/TB SEV/RM ZDV,SEV,200909082155-KWBC-UBNE91-PIREP,10000.0,40.61635557727842,-103.4129062233937,2009-09-08 21:45:00+00:00,5.0,0,L
T,B190,MAI UUA /OV TLH270030 /TM 1800 /FL060 /TP B190 /TB SEV,SEV,,6000.0,30.39354,-84.93105956991138,2009-09-18 18:00:00+00:00,5.0,0,M
F,B737,SVE UA /OV LMT154113/TM 2213/FL400/TP B737/TB NEG/RM AWC-WEB:ASA,NEG,,40000.0,40.45407410163436,-120.61055179924637,2009-09-10 22:13:00+00:00,0.0,0,M
F,UNKN,DLG UA /OV SYA360100 /TM 1834 /FL180 /TP UNKN /SK SKC /WX FV99SM/TA M21 /TB NEG,NEG,,18000.0,54.37680166680167,174.11,2009-09-04 18:34:00+00:00,0.0,0,U
T,B777,GRB UUA /OV GRB090020/TM 2013/FL340/TP B777/TB OCNL SEV,OCNL SEV,200909222025-KWBC-UBWI90-PIREP,34000.0,44.56,-87.72213639880744,2009-09-22 20:13:00+00:00,5.0,0,H
F,PC12,MFR UA /OV OED150020/TM 2100/FL220/TP PC12/TB MOD/RM ..ZSE,MOD,,22000.0,42.1913014826959,-122.68399701407722,2009-09-04 21:00:00+00:00,3.0,0,L
F,BE36,DGW UA /OV DGW040020 /TM 0113 /FL087 /TP BE36 /TB LGT,LGT,,8700.0,43.052558830926976,-105.09380132379792,2009-09-30 01:13:00+00:00,1.0,0,L
T,SR22,AKO UUA /OV AKO/TM 2345/FL080/TP SR22/TB SEV/RM VIRGA BLOWOUT STG WINDSHIFT..CWSU ZDV,SEV,200909302355-KWBC-UBCO91-PIREP,8000.0,40.16,-103.18,2009-09-30 23:45:00+00:00,5.0,0,L
F,B738,OTH UA /OV SEDAR/TM 1645/FL340/TP B738/SK UNDERCAST/TA M44/WV 284062KT/TB NEG/RM SEA-HNL AWC-WEB:ASA,NEG,,34000.0,43.419462,-124.243737,2009-09-26 16:45:00+00:00,0.0,0,M
T,E145,CMH UUA /OV CMH/TM 2046/FL220/TP E145/TB SEV-EXTRM/RM UPDRAFTS WITHONE POCKET OF SEVERE TURB APPROX FL220,SEV-EXTRM,,22000.0,39.99139,-82.88083,2009-09-26 20:46:00+00:00,6.0,0,M
F,PA44,ORL UA /OV ORL272015 /TM 1940 /FL060 /TP PA44 /SK SCT050-TOPUNKN /TB LGT CHOP /RM SCT050-070-TOPUNKN,LGT CHOP,200909081955-KWBC-UBFL90-PIREP,6000.0,28.54872558089114,-81.62443091432004,2009-09-08 19:40:00+00:00,1.0,0,L
F,B733,HUF UA /OV HUF/TM 0149/FL270/TP B733/TB MOD CHOP,MOD CHOP,,27000.0,39.45147,-87.30758,2009-09-23 01:49:00+00:00,3.0,0,M
F,DH8A,ADQ UA /OV ODK045010 /TM 1613 /FL050 /TP DH8A /SK OVC014-TOPS190/TB NEG /IC NEG /RM DURD ADQ,NEG,,5000.0,57.86786067614885,-152.27912767993837,2009-09-29 16:13:00+00:00,0.0,0,M
T,UNKN,RME UUA /OV UCA260020 /TM 2035 /FL220 /TP UNKN /TB SEV,SEV,200909282045-KWBC-UBNY90-PIREP,22000.0,42.97211258560554,-75.60910726289723,2009-09-28 20:35:00+00:00,5.0,0,U
F,B737,LNK UA /OV PWE/TM 1740/FL380/TP B737/TB CONT LGT CHOP/RM 370-380,CONT LGT CHOP,,38000.0,40.2,-96.21,2009-09-13 17:40:00+00:00,1.0,0,M
F,B738,OTH UA /OV YZP195570/TM 1718/FL350/TP B738/SK SCATTERED/TA M47/WV 188110KT/TB NEG/RM SMOOTH OVER 44N135W AWC-WEB:ASA,NEG,200909151725-KWBC-UBOR90-PIREP,35000.0,43.99296136958724,-135.90210979053077,2009-09-15 17:18:00+00:00,0.0,0,M
T,C500,TRK UUA /OV RNO270015 /TM 1956 /FL130 /TP C500 /TB SEV,SEV,,13000.0,39.48389,-120.09505292357518,2009-09-28 19:56:00+00:00,5.0,0,L
F,GLF4,DCA UA /OV LHY/TM 2117/FL240/TP GLF4/TB MDT-SEV 240/RM 10 MILES N LHY,MDT-SEV 240,,24000.0,41.48,-75.48,2009-09-27 21:17:00+00:00,5.0,0,M
T,CRJ2,IPT UUA /OV LRP/TM 2002/FL170/TP CRJ2/TB MDT-SEV/RM MOD TO SVRTURBULENCE REPORTED WITHIN 30NM RADIUS OF LRP FROM 100-170,MDT-SEV,,17000.0,40.12,-76.29,2009-09-28 20:02:00+00:00,5.0,0,M
F,BE55,SJN UA /OV SJN /TM 1421 /FL105 /TP BE55 /WX FV99SM /TA 12 /TB NEG /RM OCNL CI OVR AZ82 BLDUPS,NEG,,10500.0,34.52,-109.38,2009-09-13 14:21:00+00:00,0.0,0,L
F,B737,ANC UA /OV ANC /TM 1624 /FL035 /TP B737 /TB CONT LGT OCNL MOD /RM DURD RWY 7R,CONT LGT OCNL MOD,200909241600-KMSC-UBUS01-PIREP,3500.0,61.15,-150.21,2009-09-24 16:24:00+00:00,2.0,0,M
T,CRJ1,POU UUA /OV IGN 320030/TM 2330/FL250/TP CRJ1/TB SEV/RM COND RPTD BTNFL240-250,SEV,,25000.0,42.05305324639046,-74.2502887448409,2009-09-27 23:30:00+00:00,5.0,0,M
F,B738,SDY UA /OV KSDY170022/TM 2347/FL370/TP B738/TA M56/WV 01214KT/TB INTMT LGT CHOP 370/RM ENROUTE SEA TO BOS / RIDE WAS SMOOTH UNTIL,INTMT LGT CHOP 370,200909182348-KKCI-UBUS31-PIREP,37000.0,47.34887457507601,-104.0853682189558,2009-09-18 23:47:00+00:00,1.0,0,M
