URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
F,B738,MWA UA /OV MWA040030/TM 0950/FL370/TP B738/TB CONT LGT-OCNL MOD/RM ZKCFD,CONT LGT-OCNL MOD,,37000.0,38.13802324639046,-88.60454697012011,2017-04-28 09:50:00,2.0,M,"('KVWX', 'KPAH', 'KLSX', 'KHPX', 'KILX')","['s3://unidata-nexrad-level2/2017/04/28/KPAH/KPAH20170428_094808_V06', 's3://unidata-nexrad-level2/2017/04/28/KLSX/KLSX20170428_094930_V06', 's3://unidata-nexrad-level2/2017/04/28/KHPX/KHPX20170428_094702_V06', 's3://unidata-nexrad-level2/2017/04/28/KILX/KILX20170428_094846_V06']"
F,B737,ELP UA /OV ELP270010/TM 1430/FL140/TP B737/TB CONS LGT OCNL MOD ABV 140,CONS LGT OCNL MOD ABV 140,,14000.0,31.81111,-106.57197265781208,2017-04-29 14:30:00,2.0,M,"('KEPZ', 'KHDX', 'KABX', 'KEMX', 'KFDX')","['s3://unidata-nexrad-level2/2017/04/29/KEPZ/KEPZ20170429_142706_V06', 's3://unidata-nexrad-level2/2017/04/29/KHDX/KHDX20170429_142813_V06', 's3://unidata-nexrad-level2/2017/04/29/KABX/KABX20170429_142926_V06', 's3://unidata-nexrad-level2/2017/04/29/KEMX/KEMX20170429_142644_V06', 's3://unidata-nexrad-level2/2017/04/29/KFDX/KFDX20170429_142548_V06']"
T,PA32,ALX UUA /OV MGM015050/TM 1922/FL070/TP PA32/TB SEV/RM NO DMG OR INJS RPTS/ZTLFD,SEV,,7000.0,33.1056433886327,-86.13878098922329,2017-04-28 19:22:00,5.0,L,"('KBMX', 'KMXX', 'KFFC', 'KEOX', 'KHTX')","['s3://unidata-nexrad-level2/2017/04/28/KBMX/KBMX20170428_191857_V06', 's3://unidata-nexrad-level2/2017/04/28/KMXX/KMXX20170428_191322_V06', 's3://unidata-nexrad-level2/2017/04/28/KEOX/KEOX20170428_191850_V06', 's3://unidata-nexrad-level2/2017/04/28/KHTX/KHTX20170428_192023_V06']"
F,B737,LAA UA /OV LAA/TM 1420/FL390/TP B737/TB CONT LGT OCNL MOD TURB/RM /ZDV,CONT LGT OCNL MOD TURB,,39000.0,38.07,-102.68806,2017-04-07 14:20:00,2.0,M,"('KPUX', 'KGLD', 'KFTG', 'KDDC', 'KAMA')","['s3://unidata-nexrad-level2/2017/04/07/KPUX/KPUX20170407_141830_V06', 's3://unidata-nexrad-level2/2017/04/07/KGLD/KGLD20170407_141630_V06', 's3://unidata-nexrad-level2/2017/04/07/KFTG/KFTG20170407_141548_V06', 's3://unidata-nexrad-level2/2017/04/07/KDDC/KDDC20170407_141636_V06', 's3://unidata-nexrad-level2/2017/04/07/KAMA/KAMA20170407_141505_V06']"
F,B738,UTS UA /OV LOA /TM 1433 /FL350 /TP B738 /TB LGT CHOP/RM AWC-WEB,LGT CHOP,,35000.0,31.12,-95.97,2017-04-01 14:33:00,1.0,M,"('KGRK', 'KSHV', 'KEWX', 'KHGX', 'KFWS')","['s3://unidata-nexrad-level2/2017/04/01/KGRK/KGRK20170401_142830_V06', 's3://unidata-nexrad-level2/2017/04/01/KSHV/KSHV20170401_143121_V06', 's3://unidata-nexrad-level2/2017/04/01/KEWX/KEWX20170401_142625_V06', 's3://unidata-nexrad-level2/2017/04/01/KHGX/KHGX20170401_143241_V06', 's3://unidata-nexrad-level2/2017/04/01/KFWS/KFWS20170401_142933_V06']"
T,A319,FAM UUA/OV FAM 270020/TM 1637/FL390/TP A319/TB SEV/RM +500 FT CWSU ZKC,SEV,,39000.0,37.76103,-90.8502799545789,2017-04-26 16:37:00,5.0,M,"('KLSX', 'KPAH', 'KSGF', 'KVWX', 'KNQA')","['s3://unidata-nexrad-level2/2017/04/26/KLSX/KLSX20170426_163345_V06', 's3://unidata-nexrad-level2/2017/04/26/KPAH/KPAH20170426_163319_V06', 's3://unidata-nexrad-level2/2017/04/26/KSGF/KSGF20170426_163225_V06', 's3://unidata-nexrad-level2/2017/04/26/KVWX/KVWX20170426_163434_V06', 's3://unidata-nexrad-level2/2017/04/26/KNQA/KNQA20170426_163301_V06']"
F,B737,JOT UA /OV JOT/TM 2158/FL300/TP B737/TB LGT OCNL MOD TURB,LGT OCNL MOD TURB,,30000.0,41.51769,-88.17561,2017-04-18 21:58:00,2.0,M,"('KLOT', 'KILX', 'KMKX', 'KIND', 'KDVN')","['s3://unidata-nexrad-level2/2017/04/18/KLOT/KLOT20170418_215321_V06', 's3://unidata-nexrad-level2/2017/04/18/KILX/KILX20170418_215226_V06', 's3://unidata-nexrad-level2/2017/04/18/KMKX/KMKX20170418_215714_V06', 's3://unidata-nexrad-level2/2017/04/18/KIND/KIND20170418_215651_V06', 's3://unidata-nexrad-level2/2017/04/18/KDVN/KDVN20170418_215400_V06']"
F,A320,DYS UA /OV ABI /TM 1730 /FL350 /TP A320 /TB CONT LGT/RM AWC-WEB:,CONT LGT,,35000.0,32.41062851,-99.68208563,2017-04-18 17:30:00,1.0,M,"('KDYX', 'KSJT', 'KMAF', 'KLBB', 'KFWS')","['s3://unidata-nexrad-level2/2017/04/18/KDYX/KDYX20170418_172321_V06', 's3://unidata-nexrad-level2/2017/04/18/KSJT/KSJT20170418_172031_V06', 's3://unidata-nexrad-level2/2017/04/18/KMAF/KMAF20170418_172122_V06', 's3://unidata-nexrad-level2/2017/04/18/KLBB/KLBB20170418_172335_V06', 's3://unidata-nexrad-level2/2017/04/18/KFWS/KFWS20170418_172121_V06']"
F,TEX2,ILM UA /OV ILM /TM 1525 /FL200 /TP TEX2 /SK SKC /TB NEG,NEG,,20000.0,34.27,-77.9,2017-04-28 15:25:00,0.0,L,"('KLTX', 'KMHX', 'KRAX', 'KCAE', 'KAKQ')","['s3://unidata-nexrad-level2/2017/04/28/KLTX/KLTX20170428_152325_V06', 's3://unidata-nexrad-level2/2017/04/28/KMHX/KMHX20170428_151620_V06', 's3://unidata-nexrad-level2/2017/04/28/KRAX/KRAX20170428_152213_V06', 's3://unidata-nexrad-level2/2017/04/28/KCAE/KCAE20170428_152214_V06', 's3://unidata-nexrad-level2/2017/04/28/KAKQ/KAKQ20170428_152106_V06']"
T,EA50,SWF UUA /OV IGN225015 /TM 2209 /FL060 /TP EA50 /TB SEV /RM ACFT HAD 45 DEG ROLL,SEV,,6000.0,41.493208985776725,-74.05667233527853,2017-04-29 22:09:00,5.0,U,"('KOKX', 'KENX', 'KDIX', 'KBGM', 'KTYX')","['s3://unidata-nexrad-level2/2017/04/29/KOKX/KOKX20170429_220658_V06', 's3://unidata-nexrad-level2/2017/04/29/KENX/KENX20170429_220756_V06', 's3://unidata-nexrad-level2/2017/04/29/KDIX/KDIX20170429_220520_V06', 's3://unidata-nexrad-level2/2017/04/29/KBGM/KBGM20170429_220011_V06', 's3://unidata-nexrad-level2/2017/04/29/KTYX/KTYX20170429_220048_V06']"
