URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
T,A333,ORF UUA /OV 3435N045W/TM 1624/FL370/TP A333/TB SEV,SEV,,37000.0,34.5833,-0.75,2017-10-30 16:24:00+00:00,5.0,0,H,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KOKX')","['s3://unidata-nexrad-level2/2017/10/30/KCBW/KCBW20171030_162148_V06', 's3://unidata-nexrad-level2/2017/10/30/KGYX/KGYX20171030_162037_V06', 's3://unidata-nexrad-level2/2017/10/30/KBOX/KBOX20171030_162054_V06', 's3://unidata-nexrad-level2/2017/10/30/KOKX/KOKX20171030_162234_V06']"
T,C525,DEN UUA /OV DEN226053/TM 1826/FL240/TP C525/TB SEV/RM NO INJURIES NO DAMAGE ZDV,SEV,,24000.0,39.21913540323844,-105.48502215323866,2017-10-06 18:26:00+00:00,5.0,0,L,"('KPUX', 'KFTG', 'KCYS', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2017/10/06/KPUX/KPUX20171006_182327_V06', 's3://unidata-nexrad-level2/2017/10/06/KFTG/KFTG20171006_181753_V06', 's3://unidata-nexrad-level2/2017/10/06/KCYS/KCYS20171006_182254_V06', 's3://unidata-nexrad-level2/2017/10/06/KGJX/KGJX20171006_182046_V06', 's3://unidata-nexrad-level2/2017/10/06/KGLD/KGLD20171006_182342_V06']"
T,B737,LAR UUA /OV LAR200040/TM 2340/FL370/TP B737/TB SEV/RM ZDV,SEV,,37000.0,40.68554750935713,-105.9785870709992,2017-10-07 23:40:00+00:00,5.0,0,M,"('KCYS', 'KFTG', 'KGJX', 'KPUX', 'KRIW')","['s3://unidata-nexrad-level2/2017/10/07/KCYS/KCYS20171007_233551_V06', 's3://unidata-nexrad-level2/2017/10/07/KFTG/KFTG20171007_233414_V06', 's3://unidata-nexrad-level2/2017/10/07/KGJX/KGJX20171007_233733_V06', 's3://unidata-nexrad-level2/2017/10/07/KPUX/KPUX20171007_233734_V06', 's3://unidata-nexrad-level2/2017/10/07/KRIW/KRIW20171007_233818_V06']"
F,DH8D,FAI UA /OV FAI180045 /TM 1443 /FL220 /TP DH8D /TB OCNL SEV 220-170/ CONS MOD 220-170,OCNL SEV 220-170,,22000.0,64.05993924993925,-147.85,2017-10-30 14:43:00+00:00,5.0,0,M,"('PAPD', 'PAHG', 'PAIH', 'PAIH', 'PAKC')","['s3://unidata-nexrad-level2/2017/10/30/PAPD/PAPD20171030_143927_V06', 's3://unidata-nexrad-level2/2017/10/30/PAHG/PAHG20171030_144000_V06', 's3://unidata-nexrad-level2/2017/10/30/PAIH/PAIH20171030_144009_V06', 's3://unidata-nexrad-level2/2017/10/30/PAIH/PAIH20171030_144009_V06', 's3://unidata-nexrad-level2/2017/10/30/PAKC/PAKC20171030_144102_V06']"
T,C210,SJC UUA /OV SJC030003/TM 1447/FL030/TP C210/TB SEV,SEV,,3000.0,37.402704777595616,-121.89296477164152,2017-10-23 14:47:00+00:00,5.0,0,L,"('KMUX', 'KDAX', 'KBBX', 'KHNX', 'KVBX')","['s3://unidata-nexrad-level2/2017/10/23/KMUX/KMUX20171023_144238_V06', 's3://unidata-nexrad-level2/2017/10/23/KDAX/KDAX20171023_144209_V06', 's3://unidata-nexrad-level2/2017/10/23/KBBX/KBBX20171023_143934_V06', 's3://unidata-nexrad-level2/2017/10/23/KHNX/KHNX20171023_143839_V06', 's3://unidata-nexrad-level2/2017/10/23/KVBX/KVBX20171023_144214_V06']"
T,E145,SHD UUA /OV MOL350015/TM 2204/FL110/TP E145/TB SEV,SEV,,11000.0,38.14622188063,-79.16502019573103,2017-10-29 22:04:00+00:00,5.0,0,M,"('KFCX', 'KLWX', 'KRLX', 'KAKQ', 'KRAX')","['s3://unidata-nexrad-level2/2017/10/29/KFCX/KFCX20171029_220039_V06', 's3://unidata-nexrad-level2/2017/10/29/KLWX/KLWX20171029_220226_V06', 's3://unidata-nexrad-level2/2017/10/29/KRLX/KRLX20171029_215829_V06', 's3://unidata-nexrad-level2/2017/10/29/KAKQ/KAKQ20171029_220101_V06', 's3://unidata-nexrad-level2/2017/10/29/KRAX/KRAX20171029_220326_V06']"
F,BE58,SEF UA /OV LBV360015 /TM 0151 /FL200 /TP BE58 /WV 00000KT /TB NEG /RM SMOOTH,NEG,,20000.0,27.080020250020247,-81.39,2017-10-15 01:51:00+00:00,0.0,0,L,"('KTBW', 'KMLB', 'KAMX', 'KAMX', 'KBYX')","['s3://unidata-nexrad-level2/2017/10/15/KTBW/KTBW20171015_014945_V06', 's3://unidata-nexrad-level2/2017/10/15/KMLB/KMLB20171015_015016_V06', 's3://unidata-nexrad-level2/2017/10/15/KBYX/KBYX20171015_014831_V06']"
F,FA20,BLM UA /OV COL300010/TM 0030/FL250/TP FA20/TB SEV CAT,SEV CAT,,25000.0,40.393340083340085,-74.34929674171951,2017-10-30 00:30:00+00:00,5.0,0,M,"('KDIX', 'KOKX', 'KDOX', 'KBGM', 'KENX')","['s3://unidata-nexrad-level2/2017/10/30/KDIX/KDIX20171030_002635_V06', 's3://unidata-nexrad-level2/2017/10/30/KOKX/KOKX20171030_002641_V06', 's3://unidata-nexrad-level2/2017/10/30/KDOX/KDOX20171030_002718_V06', 's3://unidata-nexrad-level2/2017/10/30/KBGM/KBGM20171030_002848_V06', 's3://unidata-nexrad-level2/2017/10/30/KENX/KENX20171030_002849_V06']"
F,CRJ9,DSM UA /OV DSM090015/TM 1249/FL100/TP CRJ9/TB LGT-MOD 100-120,LGT-MOD 100-120,,10000.0,41.53395,-93.3191137046723,2017-10-22 12:49:00+00:00,2.0,0,U,"('KDMX', 'KDVN', 'KOAX', 'KARX', 'KEAX')","['s3://unidata-nexrad-level2/2017/10/22/KDMX/KDMX20171022_124859_V06', 's3://unidata-nexrad-level2/2017/10/22/KDVN/KDVN20171022_124608_V06', 's3://unidata-nexrad-level2/2017/10/22/KOAX/KOAX20171022_124122_V06', 's3://unidata-nexrad-level2/2017/10/22/KARX/KARX20171022_124436_V06', 's3://unidata-nexrad-level2/2017/10/22/KEAX/KEAX20171022_124828_V06']"
F,A319,DCA UA /OV DCA20045/TM 1254/FL145/TP A319/SK SCT/TB SEV/RM CAPS ARRIVAL DCA,SEV,,14500.0,38.8472,-77.03455,2017-10-16 12:54:00+00:00,5.0,0,M,"('KLWX', 'KDOX', 'KAKQ', 'KCCX', 'KDIX')","['s3://unidata-nexrad-level2/2017/10/16/KLWX/KLWX20171016_125013_V06', 's3://unidata-nexrad-level2/2017/10/16/KDOX/KDOX20171016_125121_V06', 's3://unidata-nexrad-level2/2017/10/16/KAKQ/KAKQ20171016_124737_V06', 's3://unidata-nexrad-level2/2017/10/16/KCCX/KCCX20171016_124852_V06', 's3://unidata-nexrad-level2/2017/10/16/KDIX/KDIX20171016_125116_V06']"
