label,issue,expire,fl_low,fl_high,polygon
24C,2008-05-01 00:11:00+00:00,2008-05-01 01:55:00+00:00,0.0,33000.0,"POLYGON ((-98.38246012859362 39.51573339487693, -99.18930544045402 38.4101242937226, -100.48634917971489 38.38086417783985, -99.23293881181812 39.574091886528045, -98.38246012859362 39.51573339487693))"
20C,2008-05-01 00:11:00+00:00,2008-05-01 01:55:00+00:00,0.0,38000.0,"POLYGON ((-102.40176767123793 46.244585368507884, -98.60702438473172 45.419754891696996, -99.83206690957402 44.15424841347357, -103.67535284574478 45.319311631089356, -102.40176767123793 46.244585368507884))"
21C,2008-05-01 00:11:00+00:00,2008-05-01 01:55:00+00:00,0.0,42000.0,"POLYGON ((-99.30337784539257 44.13212318423866, -97.27063441642457 44.001876589313746, -95.97496268947664 43.05895483320172, -97.64283490359577 42.78358170104823, -99.30481601842281 43.544308573480514, -99.30337784539257 44.13212318423866))"
22C,2008-05-01 00:11:00+00:00,2008-05-01 01:55:00+00:00,0.0,45000.0,"POLYGON ((-94.4098270574899 40.10928245188858, -95.54051985897843 37.85021872006764, -96.6326791904879 36.96321488886456, -94.23838145859838 40.00629504187781, -95.5178402394723 37.876349479395984, -96.75876555036719 37.118463817532025, -95.66660621885771 38.0054676487351, -95.68928583836383 37.97933688940675, -94.4098270574899 40.10928245188858))"
23C,2008-05-01 00:11:00+00:00,2008-05-01 01:55:00+00:00,0.0,36000.0,"POLYGON ((-97.1881492338646 36.380193592471976, -96.99937934137074 36.314118425519105, -97.50561505375306 34.86785554931439, -97.69438494624693 34.93393071626726, -97.1881492338646 36.380193592471976))"
1C,2008-05-01 00:55:00+00:00,2008-05-01 02:55:00+00:00,0.0,39000.0,"POLYGON ((-102.8943395036316 42.88709163194839, -101.79085393514812 41.94426524169225, -101.92077228014652 41.79220859556035, -103.02425784863 42.73503498581649, -102.8943395036316 42.88709163194839))"
2C,2008-05-01 01:55:00+00:00,2008-05-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-102.4016236448613 42.902433523104975, -101.34532166323301 42.56201319189036, -104.45612159704092 41.444855986299174, -106.28 42.42452417705443, -102.4016236448613 42.902433523104975))"
3C,2008-05-01 02:55:00+00:00,2008-05-01 04:55:00+00:00,0.0,39000.0,"POLYGON ((-104.13874429528784 43.15091100893687, -102.85872966249973 42.07932861820406, -104.36057894659899 41.33660906783794, -104.77 41.875475822945575, -104.13874429528784 43.15091100893687))"
4C,2008-05-01 03:55:00+00:00,2008-05-01 05:55:00+00:00,0.0,39000.0,"POLYGON ((-103.3602929059045 43.36464192548287, -103.16277490063206 42.12484567409896, -104.3033917151574 40.85613359760948, -105.179421053401 41.33660906783794, -103.3602929059045 43.36464192548287))"
5C,2008-05-01 04:55:00+00:00,2008-05-01 06:55:00+00:00,0.0,39000.0,"POLYGON ((-103.65879757159558 43.50759271241975, -102.48721872157697 43.056567324880525, -103.42154887077645 41.0991571670783, -104.77 41.21, -103.65879757159558 43.50759271241975))"
6C,2008-05-01 06:55:00+00:00,2008-05-01 08:55:00+00:00,0.0,35000.0,"POLYGON ((-103.60335847878288 44.33424978777555, -103.40341538655731 44.32947905708984, -103.46534757333765 41.73387814206501, -103.66529066556322 41.738648872750716, -103.60335847878288 44.33424978777555))"
