label,issue,expire,fl_low,fl_high,polygon
GOLF 1,2008-11-01 01:20:00+00:00,2008-11-01 05:20:00+00:00,32000.0,38000.0,"POLYGON ((-52 33, -48 30.5, -52.45 25, -56.15 27.5, -52 33))"
VICTOR 2,2008-11-01 02:20:00+00:00,2008-11-01 06:22:00+00:00,0.0,50000.0,"POLYGON ((-176 9, 178 6, 179.3 3, -174.3 6.3, -176 9))"
UNIFORM 3,2008-11-01 03:31:00+00:00,2008-11-01 07:33:00+00:00,0.0,40000.0,"POLYGON ((-179.3 27.3, -177 27.3, -177.3 25, -179.3 24, -179.3 27.3))"
GOLF 2,2008-11-01 04:45:00+00:00,2008-11-01 08:45:00+00:00,0.0,32000.0,"POLYGON ((-50.3 32, -47.15 30, -53.15 23.15, -56.15 25.45, -50.3 32))"
HOTEL 1,2008-11-01 06:15:00+00:00,2008-11-01 10:15:00+00:00,0.0,40000.0,"POLYGON ((-45 42.15, -49 35.15, -51.3 34.3, -47.45 42, -45 42.15))"
UNIFORM 4,2008-11-01 07:26:00+00:00,2008-11-01 11:30:00+00:00,0.0,55000.0,"POLYGON ((-176.45 28.15, -175.45 26, -178 25, -179.15 27.15, -176.45 28.15))"
HOTEL 2,2008-11-01 10:00:00+00:00,2008-11-01 14:00:00+00:00,0.0,40000.0,"POLYGON ((-43.3 43.45, -47.45 33.45, -51 33.45, -46.15 43.3, -43.3 43.45))"
UNIFORM 5,2008-11-01 11:29:00+00:00,2008-11-01 15:30:00+00:00,0.0,53000.0,"POLYGON ((-176.3 28.45, -179.3 26.45, 179.15 24.3, -179.45 23, -175 28.3, -176.3 28.45))"
1W,2008-11-01 12:55:00+00:00,2008-11-01 14:55:00+00:00,0.0,38000.0,"POLYGON ((-119.02196505124739 35.3262699939297, -118.27597736205607 34.237313960376, -119.77000000000001 33.511786265581634, -120.00051740743203 34.048668548278926, -119.02196505124739 35.3262699939297))"
2W,2008-11-01 15:00:00+00:00,2008-11-01 16:55:00+00:00,0.0,39000.0,"POLYGON ((-118.72309255217928 35.35208045562781, -117.78606539492185 35.02719907074544, -119.5365052039598 33.543045965814336, -119.56810288959183 34.50983393125678, -118.72309255217928 35.35208045562781))"
UNIFORM 6,2008-11-01 15:28:00+00:00,2008-11-01 19:30:00+00:00,0.0,52000.0,"POLYGON ((179.48 26.32, 178.28 23.37, 179.41 22.38, -177.22 24.56, 179.48 26.32))"
3W,2008-11-01 15:55:00+00:00,2008-11-01 17:55:00+00:00,0.0,40000.0,"POLYGON ((-118.48709404908766 35.47845055976018, -117.58829306960652 35.17680099875936, -119.77000000000001 33.17904835410886, -120.14248749204513 34.382101196193325, -118.48709404908766 35.47845055976018))"
4W,2008-11-01 16:55:00+00:00,2008-11-01 18:55:00+00:00,0.0,37000.0,"POLYGON ((-118.37233729644903 36.06602474992628, -118.00287669381025 34.28218534500093, -119.77000000000001 33.678155221318036, -119.02166605664762 35.63367958034793, -118.37233729644903 36.06602474992628))"
UNIFORM 7,2008-11-01 19:30:00+00:00,2008-11-01 23:30:00+00:00,0.0,52000.0,"POLYGON ((-174.44 29, 177.2 27.23, 176.36 20.47, -172.18 22.55, -174.44 29))"
5W,2008-11-01 20:55:00+00:00,2008-11-01 22:55:00+00:00,0.0,37000.0,"POLYGON ((-117.15777488500255 35.94859991813878, -116.70322943045709 35.94859991813878, -116.70322943045709 35.49405446359333, -117.15777488500255 35.49405446359333, -117.15777488500255 35.94859991813878))"
6W,2008-11-01 20:55:00+00:00,2008-11-01 22:55:00+00:00,0.0,34000.0,"POLYGON ((-118.88872847661803 34.6181711489, -118.43418302207256 34.6181711489, -118.43418302207256 34.16362569435454, -118.88872847661803 34.16362569435454, -118.88872847661803 34.6181711489))"
UNIFORM 8,2008-11-01 23:30:00+00:00,2008-11-02 03:30:00+00:00,0.0,50000.0,"POLYGON ((-174.44 29, 177.2 27.23, 176.36 20.47, -172.18 22.55, -174.44 29))"
1W,2008-11-02 02:23:00+00:00,2008-11-02 03:55:00+00:00,0.0,33000.0,"POLYGON ((-118.93255754359622 36.475156665205944, -118.47801208905075 36.475156665205944, -118.47801208905075 36.02061121066049, -118.93255754359622 36.02061121066049, -118.93255754359622 36.475156665205944))"
2W,2008-11-02 02:55:00+00:00,2008-11-02 04:55:00+00:00,0.0,33000.0,"POLYGON ((-118.93255754359622 36.475156665205944, -118.47801208905075 36.475156665205944, -118.47801208905075 36.02061121066049, -118.93255754359622 36.02061121066049, -118.93255754359622 36.475156665205944))"
3W,2008-11-02 07:55:00+00:00,2008-11-02 09:55:00+00:00,0.0,35000.0,"POLYGON ((-116.21615495856219 41.21893322853362, -116.21976479388937 40.345982102152874, -116.41073270665818 39.76929506718057, -116.59929703729141 40.643560872905766, -116.39945471272416 40.324353606731066, -116.06140412186423 41.09223603621556, -116.4371621240755 40.63327665302595, -116.60059355459391 39.83216682889539, -116.4096256418251 40.40885386386769, -116.2299357229903 40.4304823592895, -116.42977804755755 40.7496896254642, -116.59191296077346 40.759973845344014, -116.21615495856219 41.21893322853362))"
INDIA 1,2008-11-02 08:30:00+00:00,2008-11-02 12:30:00+00:00,0.0,40000.0,"POLYGON ((-44.45 38, -51.3 25.45, -55.3 27, -47.45 37.45, -44.45 38))"
4W,2008-11-02 08:55:00+00:00,2008-11-02 10:55:00+00:00,0.0,36000.0,"POLYGON ((-115.61783862353315 42.47447091526406, -114.85766344865752 40.72480082703279, -118.0695378244107 38.234901928799765, -117.92690958576483 40.24728432275978, -115.61783862353315 42.47447091526406))"
5W,2008-11-02 09:55:00+00:00,2008-11-02 11:55:00+00:00,0.0,36000.0,"POLYGON ((-115.53733427505163 42.79358003067654, -114.70144463086683 41.432041867613535, -117.91952803197142 38.11754602585419, -117.79604452481453 40.56669120835511, -115.53733427505163 42.79358003067654))"
6W,2008-11-02 09:55:00+00:00,2008-11-02 11:55:00+00:00,0.0,35000.0,"POLYGON ((-113.5840973095295 36.8743347224006, -113.49590269047052 36.6948306579089, -114.54396952830506 36.1798904766215, -114.63216414736404 36.3593945411132, -113.5840973095295 36.8743347224006))"
1E,2008-11-02 10:55:00+00:00,2008-11-02 12:55:00+00:00,0.0,31000.0,"POLYGON ((-86.02206625453677 29.444992833966868, -83.90257612885816 28.350267115996676, -84.37821719446713 25.74116326777553, -86.06794981499371 27.86856361718213, -86.02206625453677 29.444992833966868))"
7W,2008-11-02 10:55:00+00:00,2008-11-02 12:55:00+00:00,0.0,36000.0,"POLYGON ((-116.01341086453169 43.85727429554205, -114.17217506219883 42.24427872792638, -117.77 38, -117.86999999999999 41.591786265581646, -116.01341086453169 43.85727429554205))"
2E,2008-11-02 11:55:00+00:00,2008-11-02 13:55:00+00:00,0.0,34000.0,"POLYGON ((-85.80676761458878 28.98261148211376, -83.80957285597897 27.9053942421262, -84.37821719446713 25.74116326777553, -86.68 27.83535879674493, -85.80676761458878 28.98261148211376))"
8W,2008-11-02 11:55:00+00:00,2008-11-02 13:55:00+00:00,0.0,34000.0,"POLYGON ((-116.02736889650382 43.66752550174524, -113.5579693608768 42.86641264462645, -117.01751412344126 38.585814658800544, -117.61246553370286 42.128595731056684, -116.02736889650382 43.66752550174524))"
INDIA 2,2008-11-02 12:00:00+00:00,2008-11-02 16:00:00+00:00,0.0,40000.0,"POLYGON ((-43.3 39, -50 28.45, -53.45 29.15, -47 38.45, -43.3 39))"
DELTA 1,2008-11-02 12:15:00+00:00,2008-11-02 16:15:00+00:00,0.0,50000.0,"POLYGON ((171.45 35.15, 175.15 34.3, 169.15 31, 166.15 31.15, 171.45 35.15))"
9W,2008-11-02 12:55:00+00:00,2008-11-02 14:55:00+00:00,0.0,34000.0,"POLYGON ((-114.83195571313408 41.86466928864445, -115.60378451895191 38.709356488328304, -116.75313574390808 40.26246991407796, -116.41004569835555 41.49111668872267, -114.83195571313408 41.86466928864445))"
10W,2008-11-02 12:55:00+00:00,2008-11-02 14:55:00+00:00,0.0,35000.0,"POLYGON ((-113.49860578150634 38.97747685149421, -112.46024753306708 37.38248163842607, -114.33661019839288 36.077183985203185, -114.78076044834374 38.12201834312652, -113.49860578150634 38.97747685149421))"
3E,2008-11-02 12:55:00+00:00,2008-11-02 14:55:00+00:00,0.0,34000.0,"POLYGON ((-85.21964188647294 28.552661215843553, -83.02746356631084 27.782231011939242, -84.76323097815 25.38273416198474, -86.68 28.334465663954106, -85.21964188647294 28.552661215843553))"
WHISKEY 1,2008-11-02 13:12:00+00:00,2008-11-02 17:15:00+00:00,0.0,50000.0,"POLYGON ((-156.3 9.3, -143.3 9.3, -144 6, -156 6, -156.3 9.3))"
4E,2008-11-02 13:55:00+00:00,2008-11-02 15:55:00+00:00,0.0,33000.0,"POLYGON ((-86.68 28.66720357542689, -83.62131887702573 27.906801511507688, -84.2713189869526 26.752784623665224, -86.44416353188068 27.858848997755988, -86.68 28.66720357542689))"
11W,2008-11-02 13:55:00+00:00,2008-11-02 15:55:00+00:00,0.0,34000.0,"POLYGON ((-114.37024101230695 40.919395596006495, -114.85000000000001 38.96726208852722, -116.03523874947686 38.911974919826996, -115.38702628079847 40.55986757707104, -114.37024101230695 40.919395596006495))"
