URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
T,CRJ7,ALO UUA /OV ALO160020/TM 1200/FL270/TP CRJ7/TB SEV/RM VERY BRIEF,SEV,,27000.0,42.24110875467856,-92.24651376946817,2015-05-26 12:00:00+00:00,5.0,0,M,"('KDMX', 'KARX', 'KDVN', 'KMPX', 'KMKX')","['s3://unidata-nexrad-level2/2015/05/26/KDMX/KDMX20150526_115442_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KARX/KARX20150526_115854_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KDVN/KDVN20150526_115814_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KMPX/KMPX20150526_115639_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KMKX/KMKX20150526_115507_V06.gz']"
T,PA46,AMA UUA /OV PNH170035/TM 1534/FL160/TP PA46/TB SEV/RM ZAB,SEV,,16000.0,34.66548227853002,-101.57596702354026,2015-05-08 15:34:00+00:00,5.0,0,L,"('KAMA', 'KLBB', 'KFDX', 'KFDR', 'KMAF')","['s3://unidata-nexrad-level2/2015/05/08/KAMA/KAMA20150508_152956_V06.gz', 's3://unidata-nexrad-level2/2015/05/08/KLBB/KLBB20150508_153227_V06.gz', 's3://unidata-nexrad-level2/2015/05/08/KFDR/KFDR20150508_153358_V06.gz', 's3://unidata-nexrad-level2/2015/05/08/KMAF/KMAF20150508_153301_V06.gz']"
T,B737,ABR UUA /OV ABR/TM 2030/FL360/TP B737/TB CONT SEV CHOP,CONT SEV CHOP,,36000.0,45.45,-98.42,2015-05-10 20:30:00+00:00,5.0,0,M,"('KABR', 'KMVX', 'KFSD', 'KBIS', 'KMBX')","['s3://unidata-nexrad-level2/2015/05/10/KABR/KABR20150510_202548_V06.gz', 's3://unidata-nexrad-level2/2015/05/10/KMVX/KMVX20150510_202552_V06.gz', 's3://unidata-nexrad-level2/2015/05/10/KFSD/KFSD20150510_202743_V06.gz', 's3://unidata-nexrad-level2/2015/05/10/KBIS/KBIS20150510_202545_V06.gz', 's3://unidata-nexrad-level2/2015/05/10/KMBX/KMBX20150510_202228_V06.gz']"
F,B752,ATL UA /OV ATL270006 /TM 1720 /FL029 /TP B752 /SK BKN030 /TB NEG,NEG,,2900.0,33.6301,-84.56191103537874,2015-05-26 17:20:00+00:00,0.0,0,M,"('KFFC', 'KJGX', 'KMXX', 'KHTX', 'KBMX')","['s3://unidata-nexrad-level2/2015/05/26/KFFC/KFFC20150526_171831_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KJGX/KJGX20150526_171545_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KMXX/KMXX20150526_171624_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KHTX/KHTX20150526_171736_V06.gz', 's3://unidata-nexrad-level2/2015/05/26/KBMX/KBMX20150526_171545_V06.gz']"
T,PAY2,BKE UUA /OV BKE 035023/TM 2106/FL200/TP PAY2/TA M22/TB SEV /IC SEV MIX/RM ACCUMULATION OF HALF AN INCH OF ICE IN 30 SECONDS/ZLC,SEV,,20000.0,45.151383718340526,-117.49904933750794,2015-05-06 21:06:00+00:00,5.0,0,L,"('KPDT', 'KCBX', 'KOTX', 'KMSX', 'KLRX')","['s3://unidata-nexrad-level2/2015/05/06/KPDT/KPDT20150506_210522_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/KCBX/KCBX20150506_210203_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/KOTX/KOTX20150506_210450_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/KMSX/KMSX20150506_210552_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/KLRX/KLRX20150506_210451_V06.gz']"
T,BE9L,AFF UUA /OV APA180035 /TM 2040 /FL100 /TP BE9L /TB SEV,SEV,,10000.0,38.98661941661942,-104.85,2015-05-02 20:40:00+00:00,5.0,0,L,"('KPUX', 'KFTG', 'KCYS', 'KGLD', 'KGJX')","['s3://unidata-nexrad-level2/2015/05/02/KPUX/KPUX20150502_203848_V06.gz', 's3://unidata-nexrad-level2/2015/05/02/KFTG/KFTG20150502_203910_V06.gz', 's3://unidata-nexrad-level2/2015/05/02/KCYS/KCYS20150502_203808_V06.gz', 's3://unidata-nexrad-level2/2015/05/02/KGLD/KGLD20150502_203614_V06.gz', 's3://unidata-nexrad-level2/2015/05/02/KGJX/KGJX20150502_203954_V06.gz']"
F,MD88,FXE UA /OV FLL315010 /TM 2210 /FL050 /TP MD88 /TB LGT /RM DURD,LGT,,5000.0,26.18786067614885,-80.28121030019418,2015-05-05 22:10:00+00:00,1.0,0,M,"('KAMX', 'KAMX', 'KMLB', 'KBYX', 'KTBW')","['s3://unidata-nexrad-level2/2015/05/05/KAMX/KAMX20150505_220835_V06.gz', 's3://unidata-nexrad-level2/2015/05/05/KAMX/KAMX20150505_220835_V06.gz', 's3://unidata-nexrad-level2/2015/05/05/KMLB/KMLB20150505_220627_V06.gz', 's3://unidata-nexrad-level2/2015/05/05/KBYX/KBYX20150505_220949_V06.gz', 's3://unidata-nexrad-level2/2015/05/05/KTBW/KTBW20150505_220635_V06.gz']"
F,PA31,GBH UA /OV GBH030075 /TM 2309 /FL075 /TP PA31 /TA M07 /TB NEG /RMCLR AND 99SM VCNY SCC THN OBSC 015 ENDS 3 S SCC,NEG,,7500.0,69.55261943989036,-147.77681067875733,2015-05-06 23:09:00+00:00,0.0,0,L,"('PAPD', 'PAHG', 'PAIH', 'PAIH', 'PAKC')","['s3://unidata-nexrad-level2/2015/05/06/PAPD/PAPD20150506_230455_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/PAHG/PAHG20150506_230442_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/PAIH/PAIH20150506_230641_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/PAIH/PAIH20150506_230641_V06.gz', 's3://unidata-nexrad-level2/2015/05/06/PAKC/PAKC20150506_230450_V06.gz']"
F,E135,GPT UA /OV GPT/TM 1846/FL005/TP E135/TB LGT-MOD CHOP/RM AWC-WEB:KZHU,LGT-MOD CHOP,,500.0,30.40727,-89.0701,2015-05-15 18:46:00+00:00,2.0,0,M,"('KLIX', 'KMOB', 'KHDC', 'KDGX', 'KEVX')","['s3://unidata-nexrad-level2/2015/05/15/KLIX/KLIX20150515_184446_V06.gz', 's3://unidata-nexrad-level2/2015/05/15/KMOB/KMOB20150515_184559_V06.gz', 's3://unidata-nexrad-level2/2015/05/15/KDGX/KDGX20150515_184212_V06.gz', 's3://unidata-nexrad-level2/2015/05/15/KEVX/KEVX20150515_184207_V06.gz']"
F,MD83,HTS UA /OV ECB200020/TM 1631/FL260/TP MD83/TB MOD,MOD,,26000.0,37.84674375467856,-83.05500524786454,2015-05-27 16:31:00+00:00,3.0,0,M,"('KJKL', 'KRLX', 'KILN', 'KMRX', 'KFCX')","['s3://unidata-nexrad-level2/2015/05/27/KJKL/KJKL20150527_162443_V06.gz', 's3://unidata-nexrad-level2/2015/05/27/KRLX/KRLX20150527_162721_V06.gz', 's3://unidata-nexrad-level2/2015/05/27/KILN/KILN20150527_162757_V06.gz', 's3://unidata-nexrad-level2/2015/05/27/KMRX/KMRX20150527_162859_V06.gz', 's3://unidata-nexrad-level2/2015/05/27/KFCX/KFCX20150527_162557_V06.gz']"
