URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
T,E145,RIC UUA /OV RIC/TM 2249/FL030/TP E145/TB SEV 30-90,SEV 30-90,,3000.0,37.5115,-77.32336,2013-07-28 22:49:00+00:00,5.0,0,M
F,E135,DEH UA /OV UKN130020/TM 1550/FL210/TP E135/TB CONT LGT OCNL MOD,CONT LGT OCNL MOD,201307201610-KWBC-UBIA90-PIREP,21000.0,43.065720108155006,-91.1892244734095,2013-07-20 15:50:00+00:00,2.0,0,M
F,C30J,GVL UA /OV HRS180025 /TM 1353 /FL240 /TP C30J /SK SKC /TA UNKN /TB NEG /IC NEG,NEG,,24000.0,34.52329958329958,-83.92,2013-07-27 13:53:00+00:00,0.0,0,U
F,B732,LEE UA /OV ORL320020 /TM 2105 /FL080 /TP B732 /TB OCNL MOD,OCNL MOD,,8000.0,28.80082883092697,-81.57687278972095,2013-07-20 21:05:00+00:00,3.0,0,M
F,PA34,UUA /OV 4900N11430W /TM 1757 /FL130 /TP PA34 /TB MDT-SEV,MDT-SEV,,13000.0,49.0,-114.5,2013-07-04 17:57:00+00:00,5.0,0,L
F,GLST,SMU UA /OV SMU /TM 2245 /FL035 /TP GLST /SK SCT035 /WX FV10SM /TB LGT CHOP /RM SOLID HIGHER OVC LYR W CLEARING E FV40SM,LGT CHOP,,3500.0,61.81,-147.5,2013-07-08 22:45:00+00:00,1.0,0,L
F,B737,SGU UA /OV MMM041019/TM 1432/FL230/TP B737/TA M13/WV 235008KT/TB CONT LGT OCNL MOD/RM DURD FL280-FL230 AWC-WEB:SWA,CONT LGT OCNL MOD,,23000.0,37.00901072539064,-114.02062770839302,2013-07-24 14:32:00+00:00,2.0,0,M
T,B737,UES UUA /OV BAE /TM 0336 /FL270 /TP B737 /TB SEV,SEV,,27000.0,43.12,-88.28,2013-07-23 03:36:00+00:00,5.0,0,M
F,BE58,CEF UA /OV CEF215004 /TM 1410 /FL080 /TP BE58 /WX +RA /TB MOD,MOD,,8000.0,42.1393954402886,-72.58639671784077,2013-07-23 14:10:00+00:00,3.0,0,L
F,B737,SIT UA /OV BKA/TM 0338/FL380/TP B737/TB CONT MOD /RM ZAN,CONT MOD,201307210355-KWBC-UBAK90-PIREP,38000.0,56.86,-135.55,2013-07-21 03:38:00+00:00,3.0,0,M
F,B757,MWL UA /OV UKW/TM 1525/FL140/TP B757/TB MOD/RM DURD..REVISED ALTITUDE AWC-WEB:KZFW,MOD,,14000.0,33.54,-97.82,2013-07-29 15:25:00+00:00,3.0,0,M
T,BE40,AKO UUA /OV AKO 010015/TM 1933/FL350/TP BE40/TB SEV CAT FL350-FL325 DURD/RM ZDV,SEV CAT FL350-FL325 DURD,201307081940-KWBC-UBCO90-PIREP,35000.0,40.40622188062999,-103.12319167540568,2013-07-08 19:33:00+00:00,5.0,0,M
F,C172,CJR UA /OV CSN180010 /TM 1354 /FL030 /TP C172 /WX FV10SM HZ /TA 17 /TB NEG /RM SKY CLR UP TO 050,NEG,,3000.0,38.47331983331984,-77.87,2013-07-31 13:54:00+00:00,0.0,0,L
F,A332,UUA /OV 5800N11000W /TM 0120 /FL370 /TP A332 /TB MDT-SEV,MDT-SEV,,37000.0,58.0,-110.0,2013-07-03 01:20:00+00:00,5.0,0,H
T,EC45,VCB UUA /OV CCR350017 /TM 0243 /FL025 /TP EC45 /TB SEV /RM UPDFTS 2000 FPM/ ACFT NOT RESPONSIVE,SEV,,2500.0,38.270657774714,-122.11506466049369,2013-07-21 02:43:00+00:00,5.0,0,U
F,B737,FNT UA /OV FNT/TM 2126/FL340/TP B737/TB MOD,MOD,,34000.0,42.96667,-83.74944,2013-07-26 21:26:00+00:00,3.0,0,M
F,CRJ5,LWA UA /OV PMM/TM 1417/FL340/TP CRJ5/TB MOD,MOD,,34000.0,42.47,-86.11,2013-07-08 14:17:00+00:00,3.0,0,M
F,BE20,UUA /OV CYYC 180015 /TM 0055 /FL060 /TP BE20 /TB SEV,SEV,,6000.0,50.86386974997975,-114.02028,2013-07-05 00:55:00+00:00,5.0,0,M
F,PA46,TDZ UA /OV VWV130020 /TM 1315 /FL280 /TP PA46 /SK TOP280 /TA M31 /WV 22055KT /TB NEG /RM SMTH,NEG,,28000.0,41.23572010815501,-83.2992963898316,2013-07-27 13:15:00+00:00,0.0,0,L
T,C182,DEN UUA /OV DEN360020 /TM 0036 /FL075 /TP C182 /TB SEV,SEV,201307210045-KWBC-UBCO90-PIREP,7500.0,40.143360333360334,-104.66,2013-07-21 00:36:00+00:00,5.0,1,L
