URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
T,E170,IND UUA /OV MIE180020/TM 0321/FL260/TP E170/TB SEV,SEV,,26000.0,39.90910966663967,-85.39575,2015-11-19 03:21:00+00:00,5.0,0,U
F,FA7X,EHM UA /OV EHM255176/TM 1038/FL390/TP FA7X/TB MOD/RM OCNL LGT @ F370 ZAN,MOD,,39000.0,57.88073597223266,-167.50492275273652,2015-11-20 10:38:00+00:00,3.0,0,U
F,DHC6,ENA UA /OV ENA020012 /TM 1448 /FL015 /TP DHC6 /TB LGT,LGT,,1500.0,60.75795374719287,-151.10077501242935,2015-11-12 14:48:00+00:00,1.0,0,L
T,DH8B,LVM UUA /OV LVM050015/TM 2245/FL210/TP DH8B/TB SEV/RM NEG ABV FL210/ZLC,SEV,,21000.0,45.86070991888375,-110.17576971439416,2015-11-12 22:45:00+00:00,5.0,0,M
T,B737,YAK UUA /OV YAK /TM 0415 /FL007 /TP B737 /TB MOD /RM LLWS +/-10KTS DURD RWY 29.,MOD,,700.0,59.5,-139.66,2015-11-22 04:15:00+00:00,3.0,0,M
T,PC12,HLN UUA /OV HLN360012 /TM 1747 /FL080 /TP PC12 /TB SEV,SEV,,8000.0,46.8056162000162,-111.9636,2015-11-13 17:47:00+00:00,5.0,0,L
F,DA40,OJC UA /OV OJC180007 /TM 1945 /FL040 /TP DA40 /TA 02 /TB CONS LGT CHOP,CONS LGT CHOP,,4000.0,38.73332388332389,-94.73917,2015-11-19 19:45:00+00:00,1.0,0,L
T,PC12,MFR UUA /OV OED035045/TM 0555/FL160/TP PC12/TB SEV MTW +/- 30KT/RM ...ZSE,SEV MTW +,,16000.0,43.0944137967532,-122.32666505728372,2015-11-18 05:55:00+00:00,5.0,0,L
F,BE20,SIT UA /OV BKA115036/TM 0056/FL170/TP BE20/TA M28/TB MOD/IC LGT-MOD RIME/RM ZAN,MOD,,17000.0,56.60640850368752,-134.55522776067448,2015-11-13 00:56:00+00:00,3.0,0,M
F,LJ45,POF UA /OV MAW330004 /TM 1508 /FL300 /TP LJ45 /TA M34 /WV 224104KT /TB CONS LGT,CONS LGT,,30000.0,36.658239703460815,-90.0337240704382,2015-11-01 15:08:00+00:00,1.0,0,M
T,PA34,DAG UUA /OV HEC195027/TM 0029/FL085/TP PA34/TB SEV 085/RM ZLAWC AWC-WEB:FAAZLA,SEV 085,,8500.0,34.36529817013834,-116.60184755092516,2015-11-25 00:29:00+00:00,5.0,0,L
T,E145,TYR UUA /OV CQY090020/TM 2148/FL180/TP E145/TB SEV FL180-200/RM AWC-WEB:KZFW,SEV FL180-200,,18000.0,32.19,-95.82609029188346,2015-11-01 21:48:00+00:00,5.0,1,M
F,B738,CSM UA /OV KCSM/TM 1456/FL380/TP B738/TB LGT CHOP/RM AWC-WEB:KZFW,LGT CHOP,,38000.0,35.33984,-99.2005,2015-11-18 14:56:00+00:00,1.0,0,M
F,C172,UUA /OV CYBW 315001 /TM 2038 /FL050 /TP C172 /TB MDT-SEV,MDT-SEV,,5000.0,51.11484606761488,-114.39320997004415,2015-11-13 20:38:00+00:00,5.0,0,L
F,B763,HON UA /OV HON224026/TM 2206/FL340/TP B763/TA M46/WV 22766KT/TB NEG,NEG,,34000.0,44.07345083766768,-98.64980331130086,2015-11-05 22:06:00+00:00,0.0,0,H
F,CRJ9,FWA UA /OV FWA030020/TM 2145/FL210/TP CRJ9/TB MOD CHOP,MOD CHOP,,21000.0,41.2667485173041,-84.96635012211071,2015-11-05 21:45:00+00:00,3.0,0,U
T,PA46T,FOD UUA /OV FOD245020/TM 2213/FL140/TP PA46T/TB SEV CAT,SEV CAT,,14000.0,42.408856835381954,-94.6133169430862,2015-11-17 22:13:00+00:00,5.0,0,L
F,E170,STL UA /OV STL100083/TM 1517/FL320/TP E170/TB MOD/RM ZKC,MOD,,32000.0,38.51221723026298,-88.62637908984225,2015-11-18 15:17:00+00:00,3.0,0,U
T,PAY1,LEX UUA /OV LEX/TM 1806/FL060/TP PAY1/TB SEV TURB/RM SEV TURB DURC FROM 060-070  SMOOTH ABOVE 075,SEV TURB,,6000.0,38.0408,-84.6058,2015-11-21 18:06:00+00:00,5.0,0,L
F,G4,LOZ UA /OV AZQ/TM 2057/FL430/TP G4/TB LGT CAT,LGT CAT,,43000.0,37.39,-83.26,2015-11-28 20:57:00+00:00,1.0,0,L
F,PA46,TLH UA /OV TLH090004 /TM 1730 /FL023 /TP PA46 /SK OVC023-TOP036 /TB LGT BLO 026 /RM SMOOTH ABV,LGT BLO 026,,2300.0,30.39354,-84.27405539067848,2015-11-18 17:30:00+00:00,1.0,0,L
F,B737,JHW UA /OV JHW199035/TM 1831/FL340/TP B737/TB NEG/RM AWC-WEB:SWA,NEG,,34000.0,41.60179282176969,-79.51422469393346,2015-11-26 18:31:00+00:00,0.0,0,M
T,GLF4,ANC UUA /OV TED250012/TM 0359/FL030/TP GLF4/TB SEV 030/RM DURD,SEV 030,,3000.0,61.10159043060301,-150.37977374110363,2015-11-06 03:59:00+00:00,5.0,0,M
F,C560,HSV UA /OV HSV /TM 1414 /FL410 /TP C560 /SK OVC-TOP430 /TA M40 /WV 24593KT /TB LGT BLO 380/NEG ABV /RM SMOOTH RIDE,LGT BLO 380,,41000.0,34.64389,-86.78611,2015-11-18 14:14:00+00:00,1.0,0,M
F,B737,MGR UA /OV MGR143030/TM 1640/FL380/TP B737/TB LGT CHOP 380/RM LGT CHOP IN TOPS AWC-WEB:SWA,LGT CHOP 380,,38000.0,30.68556990020585,-83.45185949388377,2015-11-02 16:40:00+00:00,1.0,0,M
F,B712,SHD UA /OV MOL/TM 1749/FL320/TP B712/TB LGT-MOD CHOP,LGT-MOD CHOP,,32000.0,37.9,-79.11,2015-11-09 17:49:00+00:00,2.0,0,M
T,GLF4,OKV UUA /OV OKV270003 /TM 2145 /FL100 /TP GLF4 /TB SEV 090-080 /RM TB/MOD 070-SFC,SEV 090-080,,10000.0,39.14353,-78.20891418200878,2015-11-13 21:45:00+00:00,5.0,0,M
T,GLF6,BGM UUA /OV DNY315010 /TM 2358 /FL220 /TP GLF6 /TB MOD-SEV,MOD-SEV,,22000.0,42.29786067614885,-75.11904786662313,2015-11-19 23:58:00+00:00,4.0,0,U
F,A330,UUA /OV 5330N05930W /TM 0230 /FL390 /TP A330 /TB SEV/RM,SEV,,39000.0,53.5,-59.5,2015-11-24 02:30:00+00:00,5.0,0,L
F,B737,MCO UA /OV MCO180001 /TM 1620 /FL020 /TP B737 /SK OVC014-TOP024 /TB LGT /RM DURD / FINAL RY1 / LYR ABV,LGT,,2000.0,28.412721983331984,-81.30899,2015-11-22 16:20:00+00:00,1.0,0,M
