URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,B737,W22 UUA /OV HNN090050 /TM 1205 /FL380 /TP B737 /TB SEV,SEV,,38000.0,38.75,-80.96137913182255,2015-12-01 12:05:00,5.0,M
T,B737,HTS UUA /OV HNN090050/TM 1205/FL380/TP B737/TB SEV,SEV,,38000.0,38.75,-80.96137913182255,2015-12-01 12:05:00,5.0,M
T,CL30,HSP UUA /OV EKN180040/TM 1319/FL330/TP CL30/TB EXTRM CHOP,EXTRM CHOP,,33000.0,38.21855933327934,-79.85278,2015-12-01 13:19:00,7.0,U
F,B737,UUA /OV 5219N11700W /TM 1805 /FL410 /TP B737 /TB MDT-SEV CAT /RM 140 NM SW CYEG CORR COPY,MDT-SEV CAT,,41000.0,52.3166,-117.0,2015-12-01 18:05:00,5.0,M
F,B737,UUA /OV 5219N11106W /TM 1805 /FL410 /TP B737 /TB MDT-SEV CAT,MDT-SEV CAT,,41000.0,52.3166,-111.1,2015-12-01 18:05:00,5.0,M
T,E190,N03 UUA /OV SYR180020 /TM 0721 /FL290 /TP E190 /TB SEV,SEV,,29000.0,42.77782966663967,-76.10631,2015-12-02 07:21:00,5.0,U
T,A320,LGC UUA /OV LGC /TM 1723 /FL100 /TP A320 /TB EXTRM,EXTRM,,10000.0,33.00886,-85.07261,2015-12-02 17:23:00,7.0,M
T,M20P,LGC UUA /OV LGC /TM 1735 /FL100 /TP M20P /TB EXTRM 100-090 /RM DURD COR,EXTRM 100-090,,10000.0,33.00886,-85.07261,2015-12-02 17:35:00,7.0,L
T,TBM8,UZA UUA /OV CLT235020 /TM 2108 /FL050 /TP TBM8 /TB SEV,SEV,,5000.0,35.03134236797038,-81.28858199473383,2015-12-02 21:08:00,5.0,U
T,B739,SEG UUA /OV MIP120020/TM 2247/FL210/TP B739/TB SEV/RM DURATION 5 SECONDS,SEV,,21000.0,40.85331983331984,-76.2873545808208,2015-12-02 22:47:00,5.0,M
F,BE20,UUA /OV CYZH 359060 /TM 0040 /FL210 /TP BE20 /TB SEV /RM ENRT CYZF TO CYEG,SEV,,21000.0,56.292988682900685,-114.8078741283614,2015-12-03 00:40:00,5.0,M
F,B777,UUA /OV 5054N10948W /TM 0607 /FL380 /TP B777 /TB MDT-SEV CAT,MDT-SEV CAT,,38000.0,50.9,-109.8,2015-12-03 06:07:00,5.0,H
