URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
F,C172,F05 UA /OV F05200025 /TM 1857 /FL055 /TP C172 /TA 23 /TB LGT,LGT,,5500.0,33.83409969334821,-99.45611937054844,2013-05-12 18:57:00+00:00,1.0,0,L,"('KFDR', 'KDYX', 'KLBB', 'KOUN', 'KFWS')","['s3://unidata-nexrad-level2/2013/05/12/KFDR/KFDR20130512_185529_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KDYX/KDYX20130512_184814_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KLBB/KLBB20130512_184845_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KFWS/KFWS20130512_185531_V06.gz']"
T,E190,NGP UUA /OV CRP135050/TM 1202/FL360/TP E190/TB SEV 360/RM FM ZHU AWC-WEB:KZHU,SEV 360,201305111210-KWBC-UBTX90-PIREP,36000.0,27.31069661925575,-96.77319042890916,2013-05-11 12:02:00+00:00,5.0,0,U,"('KCRP', 'KBRO', 'KHGX', 'KEWX', 'KGRK')","['s3://unidata-nexrad-level2/2013/05/11/KCRP/KCRP20130511_115812_V06.gz', 's3://unidata-nexrad-level2/2013/05/11/KBRO/KBRO20130511_120053_V06.gz', 's3://unidata-nexrad-level2/2013/05/11/KHGX/KHGX20130511_115921_V06.gz', 's3://unidata-nexrad-level2/2013/05/11/KEWX/KEWX20130511_115817_V06.gz', 's3://unidata-nexrad-level2/2013/05/11/KGRK/KGRK20130511_115949_V06.gz']"
F,B737,PDX UA /OV BTG130027/TM 2037/FL130/TP B737/SK OVC-TOP145/TA M17/TBLGT CHOP/IC LGT RIME 130-145/RM DURC OUT OF PDX ..ZSE,LGT CHOP,,13000.0,45.46072214600925,-122.09594348648788,2013-05-18 20:37:00+00:00,1.0,0,M,"('KRTX', 'KLGX', 'KPDT', 'KATX', 'KMAX')","['s3://unidata-nexrad-level2/2013/05/18/KRTX/KRTX20130518_203129_V06.gz', 's3://unidata-nexrad-level2/2013/05/18/KLGX/KLGX20130518_203126_V06.gz', 's3://unidata-nexrad-level2/2013/05/18/KPDT/KPDT20130518_203416_V06.gz', 's3://unidata-nexrad-level2/2013/05/18/KATX/KATX20130518_203235_V06.gz', 's3://unidata-nexrad-level2/2013/05/18/KMAX/KMAX20130518_203450_V06.gz']"
F,B737,MLI UA /OV MZV/TM 0048/FL360/TP B737/TB CONT LGT OCNL MOD CHOP,CONT LGT OCNL MOD CHOP,201305060105-KWBC-UBIL90-PIREP,36000.0,41.32,-90.64,2013-05-06 00:48:00+00:00,2.0,0,M,"('KDVN', 'KLOT', 'KILX', 'KMKX', 'KARX')","['s3://unidata-nexrad-level2/2013/05/06/KDVN/KDVN20130506_004522_V06.gz', 's3://unidata-nexrad-level2/2013/05/06/KLOT/KLOT20130506_003842_V06.gz', 's3://unidata-nexrad-level2/2013/05/06/KILX/KILX20130506_004504_V06.gz', 's3://unidata-nexrad-level2/2013/05/06/KMKX/KMKX20130506_004308_V06.gz', 's3://unidata-nexrad-level2/2013/05/06/KARX/KARX20130506_004649_V06.gz']"
F,C182,UUA /OV CYBW 242025 /TM 1708 /FL110 /TP C182 /TB SEV /RM OVR NAKISKA,SEV,,11000.0,50.90743100415812,-114.96038049404795,2013-05-12 17:08:00+00:00,5.0,0,L,"('KMSX', 'KOTX', 'KTFX', 'KPDT', 'KCBX')","['s3://unidata-nexrad-level2/2013/05/12/KMSX/KMSX20130512_170449_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KOTX/KOTX20130512_170635_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KTFX/KTFX20130512_170240_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KPDT/KPDT20130512_170609_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KCBX/KCBX20130512_170132_V06.gz']"
F,DA42,NJK UA /OV IPL261015/TM 1556/FL050/TP DA42/TB LGT-MOD 050-060/IC NEG/RM DURD. SMOOTH BLO 050. ZLA CWSU,LGT-MOD 050-060,,5000.0,32.79510821593886,-115.87263368327363,2013-05-17 15:56:00+00:00,2.0,0,U,"('KNKX', 'KYUX', 'KSOX', 'KEYX', 'KESX')","['s3://unidata-nexrad-level2/2013/05/17/KNKX/KNKX20130517_155148_V06.gz', 's3://unidata-nexrad-level2/2013/05/17/KYUX/KYUX20130517_154823_V06.gz', 's3://unidata-nexrad-level2/2013/05/17/KSOX/KSOX20130517_155459_V06.gz', 's3://unidata-nexrad-level2/2013/05/17/KESX/KESX20130517_155039_V06.gz']"
T,C182,RBL UUA /OV RBL160015/TM 0127/FL060/TP C182/TB SEV-EXTRM/RM 2000FPM UPDFTS 1500 FPM DWNDRFS/OCNL LOSS OF CNTRL 055-065/ZOA CWSU,SEV-EXTRM,201305050140-KWBC-UBCA90-PIREP,6000.0,39.86505781600893,-122.12820817191992,2013-05-05 01:27:00+00:00,6.0,0,L,"('KBBX', 'KDAX', 'KBHX', 'KRGX', 'KMAX')","['s3://unidata-nexrad-level2/2013/05/05/KBBX/KBBX20130505_012405_V07.gz', 's3://unidata-nexrad-level2/2013/05/05/KDAX/KDAX20130505_012657_V06.gz', 's3://unidata-nexrad-level2/2013/05/05/KBHX/KBHX20130505_012445_V06.gz', 's3://unidata-nexrad-level2/2013/05/05/KRGX/KRGX20130505_012438_V06.gz', 's3://unidata-nexrad-level2/2013/05/05/KMAX/KMAX20130505_012512_V06.gz']"
F,C182,UUA /OV CYBW /TM 1741 /FL115 /TP C182 /TB SEV /RM ENROUTE FM CYCZ TO CYBW/LGT TURB W OF CONTINENTAL DIVIDE/NEAR THE SOUTH END OF SPRAY LK TURB ALL OF SUDDEN BECAME SEV TIL APRX 20 NM E OF NAKISKA,SEV,,11500.0,51.10306,-114.37444,2013-05-12 17:41:00+00:00,5.0,0,L,"('KMSX', 'KTFX', 'KOTX', 'KPDT', 'KBLX')","['s3://unidata-nexrad-level2/2013/05/12/KMSX/KMSX20130512_173351_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KTFX/KTFX20130512_173126_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KOTX/KOTX20130512_173544_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KPDT/KPDT20130512_173530_V06.gz', 's3://unidata-nexrad-level2/2013/05/12/KBLX/KBLX20130512_173654_V06.gz']"
T,BE20,CDS UUA /OV CDS020020/TM 2248/FL280/TP BE20/TB SEV/RM AWC-WEB:KZFW,SEV,201305272255-KWBC-UBTX91-PIREP,28000.0,34.68325624532143,-100.15186736369012,2013-05-27 22:48:00+00:00,5.0,0,M,"('KFDR', 'KAMA', 'KLBB', 'KDYX', 'KOUN')","['s3://unidata-nexrad-level2/2013/05/27/KFDR/KFDR20130527_224411_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KAMA/KAMA20130527_224620_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KLBB/KLBB20130527_224742_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KDYX/KDYX20130527_224728_V06.gz']"
F,M20P,CSG UA /OV CSG /TM 1915 /FL080 /TP M20P /TB NEG,NEG,201305151920-KWBC-UBGA90-PIREP,8000.0,32.62,-85.02,2013-05-15 19:15:00+00:00,0.0,0,L,"('KMXX', 'KFFC', 'KEOX', 'KJGX', 'KBMX')","['s3://unidata-nexrad-level2/2013/05/15/KFFC/KFFC20130515_191350_V06.gz', 's3://unidata-nexrad-level2/2013/05/15/KJGX/KJGX20130515_191459_V07.gz', 's3://unidata-nexrad-level2/2013/05/15/KBMX/KBMX20130515_190806_V06.gz']"
T,GLF5,BDL UUA /OV BDL /TM 1945 /FL150 /TP GLF5 /TB SEV,SEV,,15000.0,41.9381,-72.6825,2013-05-15 19:45:00+00:00,5.0,0,M,"('KOKX', 'KENX', 'KBOX', 'KDIX', 'KBGM')","['s3://unidata-nexrad-level2/2013/05/15/KOKX/KOKX20130515_194342_V06.gz', 's3://unidata-nexrad-level2/2013/05/15/KENX/KENX20130515_194229_V06.gz', 's3://unidata-nexrad-level2/2013/05/15/KBOX/KBOX20130515_193949_V06.gz', 's3://unidata-nexrad-level2/2013/05/15/KDIX/KDIX20130515_194022_V06.gz', 's3://unidata-nexrad-level2/2013/05/15/KBGM/KBGM20130515_194430_V06.gz']"
T,C750,E16 UUA /OV SJC110020 /TM 0118 /FL115 /TP C750 /TB SEV,SEV,,11500.0,37.24538405100501,-121.5303100536854,2013-05-31 01:18:00+00:00,5.0,0,M,"('KMUX', 'KDAX', 'KHNX', 'KBBX', 'KVBX')","['s3://unidata-nexrad-level2/2013/05/31/KMUX/KMUX20130531_011419_V06.gz', 's3://unidata-nexrad-level2/2013/05/31/KDAX/KDAX20130531_011314_V06.gz', 's3://unidata-nexrad-level2/2013/05/31/KHNX/KHNX20130531_010913_V06.gz', 's3://unidata-nexrad-level2/2013/05/31/KBBX/KBBX20130531_011600_V07.gz']"
F,B737,HHR UA /OV LAX048010/TM 1812/FL040/TP B737/TB CONT MOD CHOP/RM DURC LAX FL040-060 AWC-WEB:SWA,CONT MOD CHOP,,4000.0,34.0496908009987,-118.23722740022576,2013-05-23 18:12:00+00:00,3.0,0,M,"('KSOX', 'KVTX', 'KEYX', 'KNKX', 'KVBX')","['s3://unidata-nexrad-level2/2013/05/23/KSOX/KSOX20130523_180540_V06.gz', 's3://unidata-nexrad-level2/2013/05/23/KVTX/KVTX20130523_181032_V06.gz', 's3://unidata-nexrad-level2/2013/05/23/KNKX/KNKX20130523_180249_V06.gz']"
F,A321,GBD UA /OV GBD/TM 2045/FL250/TP A321/TB FL250-370 MOD CHOP AND MOD TB/RM ZKC,FL250-370 MOD CHOP AND MOD TB,,25000.0,38.34425,-98.85919,2013-05-21 20:45:00+00:00,3.0,0,M,"('KDDC', 'KICT', 'KVNX', 'KUEX', 'KTWX')","['s3://unidata-nexrad-level2/2013/05/21/KDDC/KDDC20130521_204020_V06.gz', 's3://unidata-nexrad-level2/2013/05/21/KICT/KICT20130521_204259_V06.gz', 's3://unidata-nexrad-level2/2013/05/21/KVNX/KVNX20130521_204244_V06.gz', 's3://unidata-nexrad-level2/2013/05/21/KUEX/KUEX20130521_204346_V06.gz', 's3://unidata-nexrad-level2/2013/05/21/KTWX/KTWX20130521_203730_V06.gz']"
T,E170,AVK UUA /OV ANY/TM 0007/FL320/TP E170/TB SEV CAT/RM CWSU ZKC,SEV CAT,,32000.0,37.15,-98.07,2013-05-22 00:07:00+00:00,5.0,0,U,"('KVNX', 'KICT', 'KDDC', 'KTWX', 'KTLX')","['s3://unidata-nexrad-level2/2013/05/22/KVNX/KVNX20130522_000455_V06.gz', 's3://unidata-nexrad-level2/2013/05/21/KICT/KICT20130521_235848_V06.gz', 's3://unidata-nexrad-level2/2013/05/22/KDDC/KDDC20130522_000259_V06.gz', 's3://unidata-nexrad-level2/2013/05/22/KTWX/KTWX20130522_000126_V06.gz', 's3://unidata-nexrad-level2/2013/05/22/KTLX/KTLX20130522_000357_V06.gz']"
F,B757,TAD UA /OV TBE350025/TM 1645/FL330/TP B757/TB OCNL MOD CHOP/RM LASTED 5 MIN ZDV,OCNL MOD CHOP,,33000.0,37.68036980104999,-103.69092751527708,2013-05-29 16:45:00+00:00,3.0,0,M,"('KPUX', 'KFTG', 'KGLD', 'KAMA', 'KDDC')","['s3://unidata-nexrad-level2/2013/05/29/KPUX/KPUX20130529_164417_V06.gz', 's3://unidata-nexrad-level2/2013/05/29/KFTG/KFTG20130529_164206_V06.gz', 's3://unidata-nexrad-level2/2013/05/29/KGLD/KGLD20130529_163541_V06.gz', 's3://unidata-nexrad-level2/2013/05/29/KAMA/KAMA20130529_164250_V06.gz', 's3://unidata-nexrad-level2/2013/05/29/KDDC/KDDC20130529_164401_V06.gz']"
F,B733,COS UA /OV BRK 340025/TM 0206/FL170/TP B733/TB MOD CHOP/RM DURC 170-210. ZDV,MOD CHOP,201305020225-KWBC-UBCO90-PIREP,17000.0,39.33157030665179,-104.8132336089825,2013-05-02 02:06:00+00:00,3.0,0,M,"('KFTG', 'KPUX', 'KCYS', 'KGLD', 'KGJX')","['s3://unidata-nexrad-level2/2013/05/02/KFTG/KFTG20130502_020533_V06.gz', 's3://unidata-nexrad-level2/2013/05/02/KPUX/KPUX20130502_020547_V06.gz', 's3://unidata-nexrad-level2/2013/05/02/KCYS/KCYS20130502_020456_V06.gz', 's3://unidata-nexrad-level2/2013/05/02/KGLD/KGLD20130502_015952_V06.gz', 's3://unidata-nexrad-level2/2013/05/02/KGJX/KGJX20130502_015720_V06.gz']"
T,EA50,BRL UUA /OV BRL330025/TM 2205/FL310/TP EA50/TB SEV/RM TURB UPDRAFTMOVED 2000 FT,SEV,,31000.0,41.13380214663012,-91.40061507610726,2013-05-28 22:05:00+00:00,5.0,0,U,"('KDVN', 'KDMX', 'KILX', 'KARX', 'KMKX')","['s3://unidata-nexrad-level2/2013/05/28/KDVN/KDVN20130528_220041_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KDMX/KDMX20130528_220306_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KILX/KILX20130528_220127_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KARX/KARX20130528_220343_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KMKX/KMKX20130528_220247_V06.gz']"
F,B737,STJ UA /OV STJ020040/TM 0120/FL380/TP B737/TB CONT MOD,CONT MOD,201305270140-KWBC-UBMO90-PIREP,38000.0,40.58651249064288,-94.6324997019357,2013-05-27 01:20:00+00:00,3.0,1,M,"('KDMX', 'KTWX', 'KOAX', 'KEAX', 'KUEX')","['s3://unidata-nexrad-level2/2013/05/27/KDMX/KDMX20130527_011524_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KTWX/KTWX20130527_011935_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KOAX/KOAX20130527_011748_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KEAX/KEAX20130527_011829_V06.gz', 's3://unidata-nexrad-level2/2013/05/27/KUEX/KUEX20130527_011734_V06.gz']"
F,BE20,MRY UA /OV OAR /TM 1903 /FL010 /TP BE20 /TB MOD 010-060,MOD 010-060,,1000.0,36.6815,-121.7617,2013-05-05 19:03:00+00:00,3.0,0,M,"('KMUX', 'KHNX', 'KDAX', 'KVBX', 'KBBX')","['s3://unidata-nexrad-level2/2013/05/05/KMUX/KMUX20130505_190239_V06.gz', 's3://unidata-nexrad-level2/2013/05/05/KHNX/KHNX20130505_185834_V06.gz', 's3://unidata-nexrad-level2/2013/05/05/KDAX/KDAX20130505_190238_V06.gz', 's3://unidata-nexrad-level2/2013/05/05/KBBX/KBBX20130505_190108_V07.gz']"
T,PC12,TUL UUA /OV TUL360003 /TM 2124 /FL020 /TP PC12 /TB SEV,SEV,,2000.0,36.24839405000405,-95.88811,2013-05-23 21:24:00+00:00,5.0,1,L,"('KINX', 'KTLX', 'KSRX', 'KOUN', 'KICT')","['s3://unidata-nexrad-level2/2013/05/23/KINX/KINX20130523_212141_V06.gz', 's3://unidata-nexrad-level2/2013/05/23/KTLX/KTLX20130523_212119_V06.gz', 's3://unidata-nexrad-level2/2013/05/23/KSRX/KSRX20130523_212359_V06.gz', 's3://unidata-nexrad-level2/2013/05/23/KICT/KICT20130523_212013_V06.gz']"
F,C182,TVL UA /OV SNS-M45 /TM 1840 /FL095 /TP C182 /WX FV99SM /TB NEG /RM SMOOTH,NEG,,9500.0,37.696745665,-120.68463618,2013-05-03 18:40:00+00:00,0.0,0,L,"('KDAX', 'KMUX', 'KHNX', 'KBBX', 'KRGX')","['s3://unidata-nexrad-level2/2013/05/03/KMUX/KMUX20130503_183833_V06.gz', 's3://unidata-nexrad-level2/2013/05/03/KHNX/KHNX20130503_183315_V06.gz', 's3://unidata-nexrad-level2/2013/05/03/KBBX/KBBX20130503_183703_V07.gz', 's3://unidata-nexrad-level2/2013/05/03/KRGX/KRGX20130503_183055_V06.gz']"
F,C210,GCC UA /OV GCC225025 /TM 1728 /FL083 /TP C210 /TB LGT,LGT,201305141735-KWBC-UBWY90-PIREP,8300.0,44.055348309627874,-105.95205244572328,2013-05-14 17:28:00+00:00,1.0,0,L,"('KRIW', 'KUDX', 'KBLX', 'KCYS', 'KGGW')","['s3://unidata-nexrad-level2/2013/05/14/KRIW/KRIW20130514_172338_V06.gz', 's3://unidata-nexrad-level2/2013/05/14/KUDX/KUDX20130514_172601_V06.gz', 's3://unidata-nexrad-level2/2013/05/14/KBLX/KBLX20130514_172033_V06.gz', 's3://unidata-nexrad-level2/2013/05/14/KCYS/KCYS20130514_172326_V06.gz', 's3://unidata-nexrad-level2/2013/05/14/KGGW/KGGW20130514_172058_V06.gz']"
T,FA10,6R3 UUA /OV DAS360015 /TM 1748 /FL160 /TP FA10 /TB SEV,SEV,,16000.0,30.44002025002025,-94.65,2013-05-10 17:48:00+00:00,5.0,1,M,"('KHGX', 'KLCH', 'KPOE', 'KSHV', 'KGRK')","['s3://unidata-nexrad-level2/2013/05/10/KHGX/KHGX20130510_174549_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KLCH/KLCH20130510_174325_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KSHV/KSHV20130510_174451_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KGRK/KGRK20130510_174708_V06.gz']"
T,B772,MIA UUA /OV 1746N05809W/TM 0020/FL390/TP B772/TB SEV/RM LASTED 2 MINUTES,SEV,201305300045-KWBC-UBFL91-PIREP,39000.0,17.7666,-58.15,2013-05-30 00:20:00+00:00,5.0,0,H,"('KAMX', 'KAMX', 'KBYX', 'KMLB', 'KMHX')","['s3://unidata-nexrad-level2/2013/05/30/KAMX/KAMX20130530_001703_V06.gz', 's3://unidata-nexrad-level2/2013/05/30/KAMX/KAMX20130530_001703_V06.gz', 's3://unidata-nexrad-level2/2013/05/30/KBYX/KBYX20130530_001535_V06.gz', 's3://unidata-nexrad-level2/2013/05/30/KMLB/KMLB20130530_001743_V06.gz', 's3://unidata-nexrad-level2/2013/05/30/KMHX/KMHX20130530_001349_V06.gz']"
F,A321,CLE UA /OV CTW180010/TM 2351/FL340/TP A321/TB MOD 340,MOD 340,201305110000-KWBC-UBOH90-PIREP,34000.0,40.06331983331983,-81.48,2013-05-10 23:51:00+00:00,3.0,1,M,"('KPBZ', 'KCLE', 'KRLX', 'KILN', 'KCCX')","['s3://unidata-nexrad-level2/2013/05/10/KPBZ/KPBZ20130510_234745_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KCLE/KCLE20130510_234842_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KRLX/KRLX20130510_234653_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KILN/KILN20130510_234829_V06.gz', 's3://unidata-nexrad-level2/2013/05/10/KCCX/KCCX20130510_235016_V06.gz']"
F,BE36,DYS UA /OV ABI340050/TM 1745/FL070/TP BE36/TB MOD/RM 700 FT ALTITUDE GAIN AWC-WEB:KZFW,MOD,201305281755-KWBC-UBTX90-PIREP,7000.0,33.263140613303584,-100.19789353489162,2013-05-28 17:45:00+00:00,3.0,0,L,"('KDYX', 'KFDR', 'KLBB', 'KSJT', 'KMAF')","['s3://unidata-nexrad-level2/2013/05/28/KDYX/KDYX20130528_173936_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KFDR/KFDR20130528_174408_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KLBB/KLBB20130528_174227_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KSJT/KSJT20130528_174045_V06.gz', 's3://unidata-nexrad-level2/2013/05/28/KMAF/KMAF20130528_174206_V06.gz']"
F,PA31,SIT UA /OV SIT-AFE /TM 2025 /FL040 /TP PA31 /TB CONT MOD BLO 040/CONT LGT 040-050/NEG ABV 050 /RM DURC RWY 11 SIT/CONT LGT TB BLO 040 DURD AFE,CONT MOD BLO 040,,4000.0,57.0,-134.635,2013-05-01 20:25:00+00:00,3.0,0,L,"('PACG', 'PAIH', 'PAIH', 'KLGX', 'KATX')","['s3://unidata-nexrad-level2/2013/05/01/KLGX/KLGX20130501_202251_V06.gz', 's3://unidata-nexrad-level2/2013/05/01/KATX/KATX20130501_202449_V06.gz']"
